mitigation,thresh_type,cache_only,tRH,flat_thresh,dynamic_thresh,trace,ipc_0,ipc_1,ipc_2,VRR,RFM,RRS_reswap,RRS_unswap,RRS_swap,AQUA_migrate,AQUA_r_migrate,total_energy,insn_0,insn_1,insn_2
RFM,MEAN,False,64,32,0.65,Mix39,0.19621965720049145,0.25465527273128424,3.5329598123348274,0,403068,0,0,0,0,0,35302863.49475,100000000,100000002,100000000
TWiCe-Ideal,MEAN,False,4096,32,0.65,Mix39,0.3569705161174878,0.3967227511757414,3.5844651431375505,1584,0,0,0,0,0,0,19186786.812125,100000003,100000002,100000000
TWiCe-Ideal,MEAN,False,2048,32,0.65,Mix39,0.3573792211202998,0.4004171016731236,3.616354151587223,3168,0,0,0,0,0,0,19149149.2619375,100000001,100000002,100000000
TWiCe-Ideal,MEAN,False,1024,32,0.65,Mix39,0.3586931640520692,0.39905389272196107,3.6256383162666688,6264,0,0,0,0,0,0,19052805.0408125,100000003,100000002,100000003
TWiCe-Ideal,MEAN,False,512,32,0.65,Mix39,0.3566285249368466,0.39670661002299384,3.6251777651178516,13185,0,0,0,0,0,0,19130396.448375,100000000,100000002,100000003
TWiCe-Ideal,MEAN,False,256,32,0.65,Mix39,0.34724149171361307,0.39276932272438275,3.625639367887198,35142,0,0,0,0,0,0,19550162.37175,100000000,100000002,100000003
TWiCe-Ideal,MEAN,False,128,32,0.65,Mix39,0.330841448849017,0.3746061208624768,3.6193753414202003,80532,0,0,0,0,0,0,20284795.404750004,100000003,100000000,100000000
TWiCe-Ideal,MEAN,False,64,32,0.65,Mix39,0.30211080955618547,0.3418436553361208,3.6090943472453207,172866,0,0,0,0,0,0,21760784.530687504,100000000,100000000,100000003
Dummy,NONE,False,0,0,0.0,Mix39,0.1708213487779702,0.19757093958448207,3.451899984376701,0,0,0,0,0,0,0,43608329.230125,100000000,100000000,100000003
AQUA,NONE,False,4096,0,0.0,Mix39,0.09184033359788553,0.10246321297589703,3.1305072429604754,0,0,0,0,0,9717,7451,80915882.3875,100000001,100000000,100000003
AQUA,NONE,False,2048,0,0.0,Mix39,0.07758970159680571,0.08551584195563754,2.8850124899403222,0,0,0,0,0,19242,15431,94417005.981,100000003,100000002,100000000
AQUA,NONE,False,1024,0,0.0,Mix39,0.06603612434959479,0.07220879836216758,2.597852947343315,0,0,0,0,0,34768,28994,109682893.83618751,100000001,100000002,100000003
AQUA,NONE,False,512,0,0.0,Mix39,0.0470865093111272,0.051069222005905655,2.222136941544488,0,0,0,0,0,67285,59453,151784512.01068753,100000000,100000002,100000000
AQUA,NONE,False,256,0,0.0,Mix39,0.030277545666666666,0.032919562,1.8659254427341807,0,0,0,0,0,119177,109644,217171182.5583125,90832637,98758686,100000003
AQUA,NONE,False,128,0,0.0,Mix39,0.016200418333333334,0.017046038666666666,1.4555541813507213,0,0,0,0,0,142953,129205,233039347.6548125,48601255,51138116,100000003
AQUA,NONE,False,64,0,0.0,Mix39,0.008679335666666666,0.009176212,0.9996995902821325,0,0,0,0,0,160269,134977,277744226.35562503,26038007,27528636,100000003
Graphene,NONE,False,4096,0,0.0,Mix39,0.16807091257284332,0.2026326118084503,3.441855259110092,7488,0,0,0,0,0,0,44324397.478750005,100000001,100000000,100000000
Graphene,NONE,False,2048,0,0.0,Mix39,0.1705565108008523,0.19768732087453011,3.464022576004377,15120,0,0,0,0,0,0,43587298.921875,100000003,100000000,100000003
Graphene,NONE,False,1024,0,0.0,Mix39,0.16954076695902728,0.19472462380152716,3.4535005320290244,30384,0,0,0,0,0,0,43784729.809437506,100000000,100000002,100000000
Graphene,NONE,False,512,0,0.0,Mix39,0.16856218404842127,0.18547214597209852,3.4621020651231094,61070,0,0,0,0,0,0,43870897.159812495,100000003,100000000,100000000
Graphene,NONE,False,256,0,0.0,Mix39,0.15918391026357354,0.19402256986124938,3.441674004028617,133607,0,0,0,0,0,0,46168311.93575001,100000001,100000002,100000003
Graphene,NONE,False,128,0,0.0,Mix39,0.1522751894482604,0.17863076301224762,3.37658102070462,274821,0,0,0,0,0,0,47529766.28712501,100000003,100000000,100000003
Graphene,NONE,False,64,0,0.0,Mix39,0.13494782955369586,0.1653875097741744,3.2822068350907037,579693,0,0,0,0,0,0,52228302.646875,100000000,100000000,100000000
Hydra,NONE,False,4096,0,0.0,Mix39,0.1713694017849261,0.1931161172258862,3.4872993429753674,7600,0,0,0,0,0,0,43396863.35718751,100000000,100000000,100000000
Hydra,NONE,False,2048,0,0.0,Mix39,0.1703138198868645,0.19726847666609332,3.4691456441355255,15248,0,0,0,0,0,0,43651546.381500006,100000000,100000000,100000000
Hydra,NONE,False,1024,0,0.0,Mix39,0.16872179343856164,0.19679627743625216,3.4493230134650874,30611,0,0,0,0,0,0,43977564.545062505,100000000,100000000,100000003
Hydra,NONE,False,512,0,0.0,Mix39,0.166942130084887,0.19769281415088327,3.4420113861044834,61652,0,0,0,0,0,0,44223107.2045625,100000000,100000000,100000003
Hydra,NONE,False,256,0,0.0,Mix39,0.1641102055028672,0.19041616658541577,3.4605889957076585,126898,0,0,0,0,0,0,44409615.655375004,100000001,100000000,100000000
Hydra,NONE,False,128,0,0.0,Mix39,0.15816618680496886,0.18792515504999513,3.445106823629863,253764,0,0,0,0,0,0,45138042.2575625,100000003,100000002,100000003
Hydra,NONE,False,64,0,0.0,Mix39,0.1487102492563097,0.17590639899672983,3.424816327962046,486825,0,0,0,0,0,0,46376067.396312505,100000001,100000002,100000003
PARA,NONE,False,4096,0,0.0,Mix39,0.16781671995118774,0.20794735661281671,3.4938562112603417,143952,0,0,0,0,0,0,43256711.912375,100000001,100000000,100000003
PARA,NONE,False,2048,0,0.0,Mix39,0.16398677083311775,0.19995833548230219,3.4757293131288267,272020,0,0,0,0,0,0,43289982.953687504,100000001,100000002,100000003
PARA,NONE,False,1024,0,0.0,Mix39,0.15200657564637562,0.18260389650420178,3.501269507804487,513142,0,0,0,0,0,0,45113429.511875,100000000,100000000,100000000
PARA,NONE,False,512,0,0.0,Mix39,0.1296566886441321,0.16540987884843134,3.434805856357724,979336,0,0,0,0,0,0,50560407.8184375,100000001,100000002,100000000
PARA,NONE,False,256,0,0.0,Mix39,0.09893821742128968,0.12707525034669367,3.3092316477044936,1928124,0,0,0,0,0,0,62948625.8993125,100000001,100000000,100000000
PARA,NONE,False,128,0,0.0,Mix39,0.06467699618003758,0.08160174558406706,3.02641619401361,4071524,0,0,0,0,0,0,91690274.2113125,100000001,100000000,100000003
PARA,NONE,False,64,0,0.0,Mix39,0.03602763245452928,0.041040693320788454,2.4520614026580785,9204029,0,0,0,0,0,0,158085814.7488125,100000001,100000000,100000000
REGA,NONE,False,4096,0,0.0,Mix39,0.1708213487779702,0.19757093958448207,3.451899984376701,0,0,0,0,0,0,0,43608329.230125,100000000,100000000,100000003
REGA,NONE,False,2048,0,0.0,Mix39,0.1708213487779702,0.19757093958448207,3.451899984376701,0,0,0,0,0,0,0,43608329.230125,100000000,100000000,100000003
REGA,NONE,False,1024,0,0.0,Mix39,0.1708213487779702,0.19757093958448207,3.451899984376701,0,0,0,0,0,0,0,43608329.230125,100000000,100000000,100000003
REGA,NONE,False,512,0,0.0,Mix39,0.1708213487779702,0.19757093958448207,3.451899984376701,0,0,0,0,0,0,0,43608329.230125,100000000,100000000,100000003
REGA,NONE,False,256,0,0.0,Mix39,0.1768934860313504,0.2218174015210259,3.623284370321547,0,0,0,0,0,0,0,40217316.118875004,100000001,100000000,100000000
REGA,NONE,False,128,0,0.0,Mix39,0.14409221589333032,0.2461732661189725,3.611570011241734,0,0,0,0,0,0,0,47050548.855812505,100000001,100000000,100000000
REGA,NONE,False,64,0,0.0,Mix39,0.103967279085231,0.22185109492797625,3.44749433533604,0,0,0,0,0,0,0,61541549.548437506,100000000,100000002,100000003
RFM,NONE,False,4096,0,0.0,Mix39,0.15947161727373577,0.19014798220783846,3.4765877375817418,0,37547,0,0,0,0,0,46117630.392187506,100000001,100000002,100000003
RFM,NONE,False,2048,0,0.0,Mix39,0.15947161727373577,0.19014798220783846,3.4765877375817418,0,37547,0,0,0,0,0,46117630.392187506,100000001,100000002,100000003
RFM,NONE,False,1024,0,0.0,Mix39,0.15947161727373577,0.19014798220783846,3.4765877375817418,0,37547,0,0,0,0,0,46117630.392187506,100000001,100000002,100000003
RFM,NONE,False,512,0,0.0,Mix39,0.15879564706323393,0.18081471668626625,3.4621609181235296,0,50705,0,0,0,0,0,46104080.7828125,100000000,100000000,100000000
RFM,NONE,False,256,0,0.0,Mix39,0.14148819766519036,0.16358686909167183,3.3842472904617127,0,125014,0,0,0,0,0,50827583.82075,100000001,100000002,100000003
RFM,NONE,False,128,0,0.0,Mix39,0.10874599662899812,0.12941989251874644,3.295636850347998,0,305676,0,0,0,0,0,64344222.3321875,100000001,100000000,100000000
RFM,NONE,False,64,0,0.0,Mix39,0.06895343562496135,0.07463418649429088,2.9799902298040326,0,798670,0,0,0,0,0,97349637.60706252,100000003,100000002,100000000
TWiCe-Ideal,NONE,False,4096,0,0.0,Mix39,0.1679458686286618,0.20275683562686425,3.441855259110092,7776,0,0,0,0,0,0,44353570.101625,100000001,100000000,100000000
TWiCe-Ideal,NONE,False,2048,0,0.0,Mix39,0.17025432713971245,0.19819866705410807,3.464022576004377,15264,0,0,0,0,0,0,43662675.09343751,100000000,100000000,100000003
TWiCe-Ideal,NONE,False,1024,0,0.0,Mix39,0.16902245373716,0.19343705683450269,3.4535005320290244,30672,0,0,0,0,0,0,43927264.442875,100000000,100000002,100000000
TWiCe-Ideal,NONE,False,512,0,0.0,Mix39,0.1683039431338407,0.18510565173264532,3.4621020651231094,61023,0,0,0,0,0,0,43946197.5273125,100000000,100000002,100000000
TWiCe-Ideal,NONE,False,256,0,0.0,Mix39,0.15891713162004903,0.1920065079453829,3.441674004028617,133090,0,0,0,0,0,0,46261699.44356251,100000001,100000000,100000003
TWiCe-Ideal,NONE,False,128,0,0.0,Mix39,0.152782591447959,0.17872166110313892,3.380360444443017,271958,0,0,0,0,0,0,47377136.102625005,100000000,100000002,100000003
TWiCe-Ideal,NONE,False,64,0,0.0,Mix39,0.1347732814883177,0.16307012755333963,3.280916741917224,578448,0,0,0,0,0,0,52308267.119875,100000003,100000000,100000003
BlockHammer,NONE,False,4096,0,0.0,Mix39,0.40107193855301965,0.44549858914606305,3.65078956538628,0,0,0,0,0,0,0,15129347.292,100000000,100000000,100000000
BlockHammer,NONE,False,2048,0,0.0,Mix39,0.3982065153401251,0.03204978033333333,3.676714035366827,0,0,0,0,0,0,0,161241147.75787503,100000003,96149341,100000000
BlockHammer,NONE,False,1024,0,0.0,Mix39,0.33820713931913393,0.017240671666666665,3.683138558530799,0,0,0,0,0,0,0,150518274.33725002,100000003,51722015,100000000
BlockHammer,NONE,False,512,0,0.0,Mix39,0.0053416773333333336,0.015955512333333335,3.0350552820127756,0,0,0,0,0,0,0,131191632.797125,16025032,47866537,100000003
BlockHammer,NONE,False,256,0,0.0,Mix39,0.002004327,0.007807389,1.194267492152319,0,0,0,0,0,0,0,130648118.53806248,6012981,23422167,100000000
BlockHammer,NONE,False,128,0,0.0,Mix39,0.0014761,0.007743557333333333,2.086894314141662,0,0,0,0,0,0,0,130619462.88149999,4428300,23230672,100000000
BlockHammer,NONE,False,64,0,0.0,Mix39,1.0732333333333334e-05,7.1578e-05,0.1949528334930377,0,0,0,0,0,0,0,130152909.80275,32197,214734,100000003
AQUA,MEAN,False,4096,32,0.65,Mix38,0.8815305224610143,1.4835875972493515,2.2666648714680884,0,0,0,0,0,720,82,9112605.1485,100000000,100000001,100000000
AQUA,MEAN,False,2048,32,0.65,Mix38,0.8367684911276767,1.4506276771605506,2.1813603023923807,0,0,0,0,0,1382,159,10272453.8184375,100000000,100000001,100000000
AQUA,MEAN,False,1024,32,0.65,Mix38,0.7651528869199294,1.3271133962116115,2.00346009579304,0,0,0,0,0,2571,366,12597274.8711875,100000000,100000001,100000000
AQUA,MEAN,False,512,32,0.65,Mix38,0.6325245115898731,1.11622298942708,1.683383818294608,0,0,0,0,0,4975,1054,16873692.3534375,100000000,100000001,100000000
AQUA,MEAN,False,256,32,0.65,Mix38,0.4670413692868318,0.7579356065646046,1.2802963076805014,0,0,0,0,0,9437,3089,22098000.8151875,100000000,100000001,100000000
AQUA,MEAN,False,128,32,0.65,Mix38,0.3078623007293529,0.4834143347218636,0.8551431610558501,0,0,0,0,0,17311,7563,32442071.578187503,100000000,100000001,100000000
AQUA,MEAN,False,64,32,0.65,Mix38,0.17341900771069294,0.267832183576205,0.5418437655922317,0,0,0,0,0,33143,18876,58758477.58818751,100000000,100000001,100000000
Graphene,MEAN,False,4096,32,0.65,Mix38,0.9351300473200117,1.5992402873060736,2.4296013886629697,720,0,0,0,0,0,0,7303130.191375,100000000,100000001,100000000
Graphene,MEAN,False,2048,32,0.65,Mix38,0.9459299354426467,1.6663959773068198,2.477314610780431,1512,0,0,0,0,0,0,7194300.941000001,100000000,100000001,100000000
Graphene,MEAN,False,1024,32,0.65,Mix38,0.9494831388837757,1.6564654787214175,2.502017376610761,2956,0,0,0,0,0,0,7158566.5515625,100000000,100000001,100000000
Graphene,MEAN,False,512,32,0.65,Mix38,0.9488905533694383,1.6601403947514994,2.501894497060537,5914,0,0,0,0,0,0,7149028.924250001,100000000,100000001,100000000
Graphene,MEAN,False,256,32,0.65,Mix38,0.9425997918381471,1.6233884460718155,2.4958172598542103,12519,0,0,0,0,0,0,7173008.409375001,100000000,100000001,100000000
Graphene,MEAN,False,128,32,0.65,Mix38,0.9245927060490211,1.6156240831838302,2.461048069313942,26360,0,0,0,0,0,0,7273030.283937501,100000000,100000001,100000000
Graphene,MEAN,False,64,32,0.65,Mix38,0.8887927965619148,1.5224643185750464,2.4027481672437667,55409,0,0,0,0,0,0,7488312.875812502,100000000,100000001,100000000
Hydra,MEAN,False,4096,32,0.65,Mix38,0.9530250884235738,1.6647909356396327,2.49207079145751,720,0,0,0,0,0,0,7137393.7680625,100000000,100000001,100000000
Hydra,MEAN,False,2048,32,0.65,Mix38,0.9552177580788951,1.6833485269564277,2.516652057501473,1496,0,0,0,0,0,0,7112655.932812501,100000000,100000001,100000000
Hydra,MEAN,False,1024,32,0.65,Mix38,0.955468708758089,1.6920476519192702,2.5191976718179725,2945,0,0,0,0,0,0,7100823.962375,100000000,100000001,100000000
Hydra,MEAN,False,512,32,0.65,Mix38,0.9501901938699658,1.6679514507374547,2.51390073983596,5969,0,0,0,0,0,0,7131538.6076875,100000000,100000001,100000000
Hydra,MEAN,False,256,32,0.65,Mix38,0.9361592999370798,1.636312540273742,2.497747780826029,12785,0,0,0,0,0,0,7205437.9793125,100000000,100000001,100000000
Hydra,MEAN,False,128,32,0.65,Mix38,0.8964449476528593,1.6248777523235265,2.4621419817810355,28394,0,0,0,0,0,0,7442125.0438125,100000000,100000001,100000000
Hydra,MEAN,False,64,32,0.65,Mix38,0.7999614290597364,1.5411702197832005,2.377990310926038,64035,0,0,0,0,0,0,8158581.569562501,100000000,100000001,100000000
PARA,MEAN,False,4096,32,0.65,Mix38,0.9160023382608489,1.6745509436320538,2.515531963443384,18370,0,0,0,0,0,0,7324843.3770624995,100000000,100000001,100000000
PARA,MEAN,False,2048,32,0.65,Mix38,0.8778446974396764,1.677331745638212,2.470106340795088,36664,0,0,0,0,0,0,7556483.94225,100000000,100000001,100000000
PARA,MEAN,False,1024,32,0.65,Mix38,0.8086000371179761,1.5267206259603359,2.404682937264419,73793,0,0,0,0,0,0,8076932.323375,100000000,100000001,100000000
PARA,MEAN,False,512,32,0.65,Mix38,0.6922257934766219,1.48211766511276,2.3361458816574845,148601,0,0,0,0,0,0,9171964.627625002,100000000,100000001,100000000
PARA,MEAN,False,256,32,0.65,Mix38,0.5390298612786708,1.4155233909009703,2.15598392800221,307198,0,0,0,0,0,0,11387774.331375001,100000000,100000001,100000000
PARA,MEAN,False,128,32,0.65,Mix38,0.3681702870047541,1.2331981805690193,1.9042297722859198,660470,0,0,0,0,0,0,16084801.628625002,100000000,100000001,100000000
PARA,MEAN,False,64,32,0.65,Mix38,0.225189785729104,0.9622015668124521,1.5799137101688745,1418805,0,0,0,0,0,0,25440742.230625,100000000,100000001,100000000
REGA,MEAN,False,4096,32,0.65,Mix38,0.9635591377001358,1.705108496478823,2.5434361670010013,0,0,0,0,0,0,0,7046607.6985625,100000000,100000001,100000000
REGA,MEAN,False,2048,32,0.65,Mix38,0.9621777916741909,1.6735578086440968,2.5421364842064307,0,0,0,0,0,0,0,7060916.5911875,100000000,100000001,100000000
REGA,MEAN,False,1024,32,0.65,Mix38,0.9620472087532673,1.6769852574718203,2.539235505256573,0,0,0,0,0,0,0,7066410.316000001,100000000,100000001,100000000
REGA,MEAN,False,512,32,0.65,Mix38,0.9609060098338544,1.695119691128854,2.5457647677204767,0,0,0,0,0,0,0,7068031.607562501,100000000,100000001,100000000
REGA,MEAN,False,256,32,0.65,Mix38,0.8969167804016939,1.6787716340780163,2.505597253705052,0,0,0,0,0,0,0,7661287.8881250005,100000000,100000001,100000000
REGA,MEAN,False,128,32,0.65,Mix38,0.6667287880102749,1.6051869529121623,2.3519414076830305,0,0,0,0,0,0,0,10024735.845000003,100000000,100000001,100000000
REGA,MEAN,False,64,32,0.65,Mix38,0.410610345424557,1.391601055924605,2.0168307348385306,0,0,0,0,0,0,0,15285619.169125,100000000,100000001,100000000
RFM,MEAN,False,4096,32,0.65,Mix38,0.938781195769544,1.645455771169496,2.495058038543058,0,4723,0,0,0,0,0,7225466.125625,100000000,100000001,100000000
RFM,MEAN,False,2048,32,0.65,Mix38,0.938781195769544,1.645455771169496,2.495058038543058,0,4723,0,0,0,0,0,7225466.125625,100000000,100000001,100000000
RFM,MEAN,False,1024,32,0.65,Mix38,0.938781195769544,1.645455771169496,2.495058038543058,0,4723,0,0,0,0,0,7225466.125625,100000000,100000001,100000000
RFM,MEAN,False,512,32,0.65,Mix38,0.9285581475368955,1.624895996501664,2.5149279837797205,0,6563,0,0,0,0,0,7300780.21225,100000000,100000001,100000000
RFM,MEAN,False,256,32,0.65,Mix38,0.882670845465828,1.643413559249668,2.475200532702758,0,16502,0,0,0,0,0,7645030.700812501,100000000,100000001,100000000
RFM,MEAN,False,128,32,0.65,Mix38,0.7470383682566425,1.6063025561108384,2.407610881736685,0,43076,0,0,0,0,0,8991622.8398125,100000000,100000001,100000000
RFM,MEAN,False,64,32,0.65,Mix38,0.5359280655055871,1.5520537240287093,2.243548144467898,0,120667,0,0,0,0,0,12565600.961125001,100000000,100000001,100000000
TWiCe-Ideal,MEAN,False,4096,32,0.65,Mix38,0.9346630348153568,1.5992402873060736,2.4296013886629697,720,0,0,0,0,0,0,7307237.09275,100000000,100000001,100000000
TWiCe-Ideal,MEAN,False,2048,32,0.65,Mix38,0.9459299354426467,1.6663959773068198,2.477314610780431,1512,0,0,0,0,0,0,7194300.941000001,100000000,100000001,100000000
TWiCe-Ideal,MEAN,False,1024,32,0.65,Mix38,0.9488114154006249,1.6560177988791243,2.502017376610761,2954,0,0,0,0,0,0,7163318.051437499,100000000,100000001,100000000
TWiCe-Ideal,MEAN,False,512,32,0.65,Mix38,0.9505051892308028,1.6590400210552085,2.501849429644629,5859,0,0,0,0,0,0,7137462.860125001,100000000,100000001,100000000
TWiCe-Ideal,MEAN,False,256,32,0.65,Mix38,0.9447747865231769,1.6226657486922085,2.4942279201029955,12007,0,0,0,0,0,0,7160057.797500001,100000000,100000001,100000000
TWiCe-Ideal,MEAN,False,128,32,0.65,Mix38,0.9247736066357463,1.6100209668198349,2.455639426283067,25525,0,0,0,0,0,0,7273505.9846250005,100000000,100000001,100000000
TWiCe-Ideal,MEAN,False,64,32,0.65,Mix38,0.8931078669424322,1.5419760256037098,2.3730799706592394,53029,0,0,0,0,0,0,7456196.678937501,100000000,100000001,100000000
Dummy,NONE,False,0,0,0.0,Mix38,0.46768769781698866,1.018828884735916,1.6608761327548922,0,0,0,0,0,0,0,16420613.134375002,100000000,100000001,100000000
AQUA,NONE,False,4096,0,0.0,Mix38,0.3590452043010657,0.7819916780446454,1.4803426703134612,0,0,0,0,0,3121,1361,22181851.224812504,100000000,100000001,100000000
AQUA,NONE,False,2048,0,0.0,Mix38,0.3030706729623376,0.7131330691674531,1.3086641589433343,0,0,0,0,0,6372,3173,26512784.526562497,100000000,100000001,100000000
AQUA,NONE,False,1024,0,0.0,Mix38,0.20358011014343558,0.4701110164803762,1.091170289301106,0,0,0,0,0,14223,8855,37927014.407875,100000000,100000001,100000000
AQUA,NONE,False,512,0,0.0,Mix38,0.15247480436956562,0.3146014790680081,0.7479658973924674,0,0,0,0,0,24714,17178,49859104.705249995,100000000,100000001,100000000
AQUA,NONE,False,256,0,0.0,Mix38,0.09096147760865979,0.1616785299903646,0.4481782452926237,0,0,0,0,0,48378,38990,81862236.1209375,100000000,100000001,100000000
AQUA,NONE,False,128,0,0.0,Mix38,0.05547982993361618,0.09120462556584796,0.24300444868244203,0,0,0,0,0,86805,76016,140952860.86437503,100000000,100000001,100000000
AQUA,NONE,False,64,0,0.0,Mix38,0.028616839666666668,0.04759748176691138,0.13196020836511624,0,0,0,0,0,154453,140280,267739145.37068754,85850519,100000001,100000000
Graphene,NONE,False,4096,0,0.0,Mix38,0.4647027174267455,0.9640669592314212,1.6916495105212142,3168,0,0,0,0,0,0,16508053.142125001,100000000,100000001,100000000
Graphene,NONE,False,2048,0,0.0,Mix38,0.4644556201136482,0.9084473493037346,1.686863995342096,6336,0,0,0,0,0,0,16502319.9793125,100000000,100000001,100000000
Graphene,NONE,False,1024,0,0.0,Mix38,0.46238084688325765,0.9540710214850018,1.6509072164390208,12746,0,0,0,0,0,0,16539479.0805,100000000,100000001,100000000
Graphene,NONE,False,512,0,0.0,Mix38,0.4540181207530748,0.9487014639355221,1.6238507297950546,25802,0,0,0,0,0,0,16778484.8336875,100000000,100000001,100000000
Graphene,NONE,False,256,0,0.0,Mix38,0.4447610035829235,0.9232654091287201,1.6366195858128256,51775,0,0,0,0,0,0,16988026.46375,100000000,100000001,100000000
Graphene,NONE,False,128,0,0.0,Mix38,0.42624092222986304,0.9087355447551934,1.5252772763428732,104352,0,0,0,0,0,0,17452698.073250003,100000000,100000001,100000000
Graphene,NONE,False,64,0,0.0,Mix38,0.39473857999380085,0.7650469645878354,1.4149803002197663,207811,0,0,0,0,0,0,18316966.2016875,100000000,100000001,100000000
Hydra,NONE,False,4096,0,0.0,Mix38,0.4651417666751312,0.9483211538868223,1.6786014107906273,3200,0,0,0,0,0,0,16494271.068750001,100000000,100000001,100000000
Hydra,NONE,False,2048,0,0.0,Mix38,0.4645515162290213,0.949664108556483,1.6795638696654407,6448,0,0,0,0,0,0,16493439.113875002,100000000,100000001,100000000
Hydra,NONE,False,1024,0,0.0,Mix38,0.46066812337912194,0.9259148255792259,1.6711265971813343,12817,0,0,0,0,0,0,16593482.161312502,100000000,100000003,100000000
Hydra,NONE,False,512,0,0.0,Mix38,0.46325747461302713,0.9559742049100479,1.6873725559146753,25081,0,0,0,0,0,0,16413370.327625,100000000,100000001,100000000
Hydra,NONE,False,256,0,0.0,Mix38,0.4541042179897146,0.9246833320245982,1.629211899698547,50204,0,0,0,0,0,0,16582985.9784375,100000000,100000001,100000000
Hydra,NONE,False,128,0,0.0,Mix38,0.44436919595228896,0.9468397222021518,1.6044987835412248,97353,0,0,0,0,0,0,16581508.1456875,100000000,100000001,100000000
Hydra,NONE,False,64,0,0.0,Mix38,0.4610535970057667,1.0125679733076554,1.6978814531359165,163288,0,0,0,0,0,0,15283742.653562503,100000000,100000001,100000000
PARA,NONE,False,4096,0,0.0,Mix38,0.48802014016172673,0.9984211866091911,1.7962821020085973,53720,0,0,0,0,0,0,15294234.011,100000000,100000001,100000000
PARA,NONE,False,2048,0,0.0,Mix38,0.48523372160474126,1.080159278125241,1.806155091178231,100106,0,0,0,0,0,0,15030940.063437501,100000000,100000001,100000000
PARA,NONE,False,1024,0,0.0,Mix38,0.47148540434656644,1.1167918826742238,1.746392206927358,180131,0,0,0,0,0,0,14929082.8448125,100000000,100000001,100000000
PARA,NONE,False,512,0,0.0,Mix38,0.4171565509860125,0.9188545918962961,1.6749118108684224,329289,0,0,0,0,0,0,16076813.8700625,100000000,100000001,100000000
PARA,NONE,False,256,0,0.0,Mix38,0.3234048946975067,0.7177389223117173,1.4189316327380959,633042,0,0,0,0,0,0,19621077.998062503,100000000,100000001,100000000
PARA,NONE,False,128,0,0.0,Mix38,0.21055385180057654,0.5375176772764861,1.0499265371651578,1326579,0,0,0,0,0,0,28572806.157062504,100000000,100000001,100000000
PARA,NONE,False,64,0,0.0,Mix38,0.12239007449785923,0.2902245985747621,0.6805893653446998,2815885,0,0,0,0,0,0,46969898.1633125,100000000,100000001,100000000
REGA,NONE,False,4096,0,0.0,Mix38,0.46768769781698866,1.018828884735916,1.6608761327548922,0,0,0,0,0,0,0,16420613.134375002,100000000,100000001,100000000
REGA,NONE,False,2048,0,0.0,Mix38,0.46768769781698866,1.018828884735916,1.6608761327548922,0,0,0,0,0,0,0,16420613.134375002,100000000,100000001,100000000
REGA,NONE,False,1024,0,0.0,Mix38,0.46768769781698866,1.018828884735916,1.6608761327548922,0,0,0,0,0,0,0,16420613.134375002,100000000,100000001,100000000
REGA,NONE,False,512,0,0.0,Mix38,0.46768769781698866,1.018828884735916,1.6608761327548922,0,0,0,0,0,0,0,16420613.134375002,100000000,100000001,100000000
REGA,NONE,False,256,0,0.0,Mix38,0.5496140203634633,1.0860639533096768,1.85507174109669,0,0,0,0,0,0,0,13405749.771750001,100000000,100000001,100000000
REGA,NONE,False,128,0,0.0,Mix38,0.4425269731032017,1.0343513029149167,1.6427936981645197,0,0,0,0,0,0,0,15502125.040874999,100000000,100000001,100000000
REGA,NONE,False,64,0,0.0,Mix38,0.2818849566999196,0.7739057091402806,1.400243953302032,0,0,0,0,0,0,0,22682731.834875,100000000,100000001,100000000
RFM,NONE,False,4096,0,0.0,Mix38,0.44047244210814535,0.9122845443928784,1.6246044656737648,0,13108,0,0,0,0,0,17128200.4968125,100000000,100000001,100000000
RFM,NONE,False,2048,0,0.0,Mix38,0.44047244210814535,0.9122845443928784,1.6246044656737648,0,13108,0,0,0,0,0,17128200.4968125,100000000,100000001,100000000
RFM,NONE,False,1024,0,0.0,Mix38,0.44047244210814535,0.9122845443928784,1.6246044656737648,0,13108,0,0,0,0,0,17128200.4968125,100000000,100000001,100000000
RFM,NONE,False,512,0,0.0,Mix38,0.4369642629695155,0.8790781434618771,1.6027708445917968,0,17507,0,0,0,0,0,17169851.385375,100000000,100000001,100000000
RFM,NONE,False,256,0,0.0,Mix38,0.3975032376439954,0.8307945719206392,1.5183262202533512,0,40847,0,0,0,0,0,18425391.062,100000000,100000001,100000000
RFM,NONE,False,128,0,0.0,Mix38,0.33017824685863795,0.7716509056584937,1.3817652365939963,0,93296,0,0,0,0,0,21399259.068312503,100000000,100000001,100000000
RFM,NONE,False,64,0,0.0,Mix38,0.24476923913694965,0.5363866287225338,1.1569529552153461,0,219472,0,0,0,0,0,27591660.19275,100000000,100000001,100000000
TWiCe-Ideal,NONE,False,4096,0,0.0,Mix38,0.4649305014912413,0.9640669592314212,1.6916495105212142,3168,0,0,0,0,0,0,16498333.7674375,100000000,100000001,100000000
TWiCe-Ideal,NONE,False,2048,0,0.0,Mix38,0.4638026970711226,0.9084473493037346,1.686863995342096,6408,0,0,0,0,0,0,16526025.667562502,100000000,100000001,100000000
TWiCe-Ideal,NONE,False,1024,0,0.0,Mix38,0.46172191004639557,0.9540710214850018,1.6509072164390208,12816,0,0,0,0,0,0,16563126.2184375,100000000,100000001,100000000
