mitigation,thresh_type,cache_only,tRH,flat_thresh,dynamic_thresh,trace,ipc_0,ipc_1,ipc_2,VRR,RFM,RRS_reswap,RRS_unswap,RRS_swap,AQUA_migrate,AQUA_r_migrate,total_energy,insn_0,insn_1,insn_2
PARA,MEAN,False,1024,32,0.65,Mix19,0.25409473922257175,3.401446968737607,3.413958049420047,123332,0,0,0,0,0,0,22351702.8058125,100000001,100000000,100000000
PARA,MEAN,False,512,32,0.65,Mix19,0.22611827754042016,3.341258910845155,3.3548627175079115,247003,0,0,0,0,0,0,24767306.2688125,100000001,100000000,100000000
PARA,MEAN,False,256,32,0.65,Mix19,0.1854007469922094,3.2067623177592965,3.2058847733841804,503683,0,0,0,0,0,0,29648110.479750004,100000001,100000000,100000000
PARA,MEAN,False,128,32,0.65,Mix19,0.1346756424857011,2.9593459845374173,2.9460863834951283,1074299,0,0,0,0,0,0,40034332.49043751,100000001,100000000,100000000
PARA,MEAN,False,64,32,0.65,Mix19,0.0882496268951424,2.5567279118906563,2.5795128383643724,2263691,0,0,0,0,0,0,59860583.529062495,100000001,100000000,100000000
REGA,MEAN,False,4096,32,0.65,Mix19,0.289882283125246,3.488750906464704,3.4969590793541845,0,0,0,0,0,0,0,19966639.934875,100000001,100000000,100000000
REGA,MEAN,False,2048,32,0.65,Mix19,0.2899211807529355,3.4883851947490454,3.488381909167698,0,0,0,0,0,0,0,19962222.0893125,100000001,100000000,100000000
REGA,MEAN,False,1024,32,0.65,Mix19,0.28993249153948003,3.4848007800378067,3.4887522453173356,0,0,0,0,0,0,0,19966222.007750005,100000001,100000000,100000000
REGA,MEAN,False,512,32,0.65,Mix19,0.28987244418309027,3.489521281648126,3.4866376529601015,0,0,0,0,0,0,0,19964509.9338125,100000001,100000000,100000000
REGA,MEAN,False,256,32,0.65,Mix19,0.28459042796156026,3.4570901305919253,3.470994237490077,0,0,0,0,0,0,0,20598146.933125004,100000001,100000000,100000000
REGA,MEAN,False,128,32,0.65,Mix19,0.24423753178281288,3.3510636996661436,3.335322185952817,0,0,0,0,0,0,0,23976519.353625,100000001,100000000,100000000
REGA,MEAN,False,64,32,0.65,Mix19,0.15152741664922384,3.06444681816495,3.0635561686480317,0,0,0,0,0,0,0,36854987.05312501,100000001,100000000,100000000
RFM,MEAN,False,4096,32,0.65,Mix19,0.28453750648176435,3.4479706572180318,3.4503007126837644,0,9409,0,0,0,0,0,20353398.660187498,100000001,100000000,100000000
RFM,MEAN,False,2048,32,0.65,Mix19,0.28453750648176435,3.4479706572180318,3.4503007126837644,0,9409,0,0,0,0,0,20353398.660187498,100000001,100000000,100000000
RFM,MEAN,False,1024,32,0.65,Mix19,0.28453750648176435,3.4479706572180318,3.4503007126837644,0,9409,0,0,0,0,0,20353398.660187498,100000001,100000000,100000000
RFM,MEAN,False,512,32,0.65,Mix19,0.2807310186243216,3.4491772867122754,3.4385859269268857,0,14255,0,0,0,0,0,20616507.028687503,100000001,100000000,100000000
RFM,MEAN,False,256,32,0.65,Mix19,0.2593443936661958,3.443234136168134,3.4500712077446924,0,44074,0,0,0,0,0,22495363.271875,100000001,100000000,100000000
RFM,MEAN,False,128,32,0.65,Mix19,0.2296904607315427,3.373350035464029,3.3881776520477755,0,101444,0,0,0,0,0,25398779.2215,100000001,100000000,100000000
RFM,MEAN,False,64,32,0.65,Mix19,0.17784104638924783,3.213515273998773,3.2439660690232284,0,256340,0,0,0,0,0,34059574.377875,100000001,100000000,100000000
TWiCe-Ideal,MEAN,False,4096,32,0.65,Mix19,0.2880303330731757,3.205954457685713,3.2145507539953813,1224,0,0,0,0,0,0,20157711.178062502,100000001,100000000,100000000
TWiCe-Ideal,MEAN,False,2048,32,0.65,Mix19,0.28886541491519985,3.33981714300753,3.349896449675896,2376,0,0,0,0,0,0,20070161.085875005,100000001,100000000,100000000
TWiCe-Ideal,MEAN,False,1024,32,0.65,Mix19,0.28877520675438273,3.3992233114655632,3.4062436377755554,4824,0,0,0,0,0,0,20051641.99625,100000001,100000000,100000000
TWiCe-Ideal,MEAN,False,512,32,0.65,Mix19,0.2882445237072039,3.4334529353773684,3.4385411150315446,9576,0,0,0,0,0,0,20075712.83725,100000001,100000000,100000000
TWiCe-Ideal,MEAN,False,256,32,0.65,Mix19,0.28696135374407544,3.455396481003491,3.461988919558264,19101,0,0,0,0,0,0,20150266.974125,100000001,100000000,100000000
TWiCe-Ideal,MEAN,False,128,32,0.65,Mix19,0.2838701399949297,3.459927705502579,3.460451280911995,39187,0,0,0,0,0,0,20337308.97275,100000001,100000000,100000000
TWiCe-Ideal,MEAN,False,64,32,0.65,Mix19,0.2593670177045325,3.449208099761584,3.4376888472882703,104457,0,0,0,0,0,0,21932353.623187505,100000001,100000000,100000000
Dummy,NONE,False,0,0,0.0,Mix19,0.21483639366627255,3.035139939679629,3.0111910916922744,0,0,0,0,0,0,0,30776441.199375004,100000001,100000000,100000000
AQUA,NONE,False,4096,0,0.0,Mix19,0.1771865218346178,2.909571760790489,2.9046848296415417,0,0,0,0,0,4017,2069,39157232.71681251,100000001,100000000,100000000
AQUA,NONE,False,2048,0,0.0,Mix19,0.15325810004644838,2.800151846634339,2.8091314300456607,0,0,0,0,0,8591,5114,46764590.489750005,100000001,100000000,100000000
AQUA,NONE,False,1024,0,0.0,Mix19,0.126231068005042,2.6622858929783435,2.530373656482292,0,0,0,0,0,16678,11143,56545305.61087501,100000001,100000000,100000000
AQUA,NONE,False,512,0,0.0,Mix19,0.09832871075483272,2.2916345599116346,2.282987902424275,0,0,0,0,0,29817,22188,72441365.882125,100000001,100000000,100000000
AQUA,NONE,False,256,0,0.0,Mix19,0.0727744085127194,1.9052520081594322,1.910384658052322,0,0,0,0,0,50863,41468,102399578.31956252,100000001,100000000,100000000
AQUA,NONE,False,128,0,0.0,Mix19,0.04306883921888152,1.443343471666547,1.4200356551072497,0,0,0,0,0,102075,90385,184762365.83662504,100000001,100000000,100000000
AQUA,NONE,False,64,0,0.0,Mix19,0.012067725666666666,0.8121827675023843,0.8052436305671706,0,0,0,0,0,149694,129187,279862901.380375,36203177,100000000,100000000
Graphene,NONE,False,4096,0,0.0,Mix19,0.21491739657467365,2.994015651336578,3.0385699663247445,4104,0,0,0,0,0,0,30734536.2655,100000001,100000000,100000000
Graphene,NONE,False,2048,0,0.0,Mix19,0.21437181151677645,3.012159787847562,2.9881903728275483,8424,0,0,0,0,0,0,30803189.477750003,100000001,100000000,100000000
Graphene,NONE,False,1024,0,0.0,Mix19,0.2136960374771559,2.9887997419589856,3.043015087512245,16920,0,0,0,0,0,0,30874819.223812502,100000001,100000000,100000000
Graphene,NONE,False,512,0,0.0,Mix19,0.21199669483588268,2.9708114507075387,2.9892230438367466,33984,0,0,0,0,0,0,31063576.952124998,100000001,100000000,100000000
Graphene,NONE,False,256,0,0.0,Mix19,0.2094686915088796,2.941825835379251,3.0099917881404035,67789,0,0,0,0,0,0,31320714.930062503,100000001,100000000,100000000
Graphene,NONE,False,128,0,0.0,Mix19,0.20333150576266695,2.9560639913361313,2.9240886127509564,136635,0,0,0,0,0,0,32038949.2805625,100000001,100000000,100000000
Graphene,NONE,False,64,0,0.0,Mix19,0.18588903797891834,2.8839395167515214,2.879077893538782,290499,0,0,0,0,0,0,34215571.078625,100000001,100000000,100000000
Hydra,NONE,False,4096,0,0.0,Mix19,0.21509498102775174,3.000998822438072,2.9954223356781697,4256,0,0,0,0,0,0,30701384.186312504,100000001,100000000,100000000
Hydra,NONE,False,2048,0,0.0,Mix19,0.21489883739407784,3.029527287709662,2.9724506732214357,8479,0,0,0,0,0,0,30707874.162125,100000001,100000000,100000000
Hydra,NONE,False,1024,0,0.0,Mix19,0.21455179007250683,3.0213912993296894,3.0020159437667178,16928,0,0,0,0,0,0,30718857.91375,100000001,100000000,100000000
Hydra,NONE,False,512,0,0.0,Mix19,0.2135037326248716,2.989466107959367,3.030724576539585,33626,0,0,0,0,0,0,30795060.265187502,100000001,100000000,100000000
Hydra,NONE,False,256,0,0.0,Mix19,0.21230406182334982,2.964227787981473,2.976773339041594,65790,0,0,0,0,0,0,30785367.542312503,100000001,100000000,100000000
Hydra,NONE,False,128,0,0.0,Mix19,0.20799520800677046,2.9616607974941034,2.954858333749476,129414,0,0,0,0,0,0,30978452.8251875,100000001,100000000,100000000
Hydra,NONE,False,64,0,0.0,Mix19,0.19828671908722373,2.9551205545862924,2.9479994418847455,240048,0,0,0,0,0,0,31223245.0408125,100000001,100000000,100000000
PARA,NONE,False,4096,0,0.0,Mix19,0.21985306823861023,3.075834420820225,3.0801598984927145,73184,0,0,0,0,0,0,29288345.7006875,100000001,100000000,100000000
PARA,NONE,False,2048,0,0.0,Mix19,0.21590213096048833,3.034597169212446,3.091705519872293,137705,0,0,0,0,0,0,29322241.638625003,100000001,100000000,100000000
PARA,NONE,False,1024,0,0.0,Mix19,0.2054362638086089,3.0603466387310063,3.0591882566328557,254405,0,0,0,0,0,0,30053017.355499998,100000001,100000000,100000000
PARA,NONE,False,512,0,0.0,Mix19,0.18406171963411028,2.9637590066783863,2.983577227345571,469727,0,0,0,0,0,0,32491809.212687504,100000001,100000000,100000000
PARA,NONE,False,256,0,0.0,Mix19,0.14822303893576996,2.7059733468660863,2.7990525207217356,902164,0,0,0,0,0,0,38976756.427125,100000001,100000000,100000000
PARA,NONE,False,128,0,0.0,Mix19,0.10747601382052964,2.3835913002826628,2.3327189184973904,1758035,0,0,0,0,0,0,51858707.1124375,100000001,100000000,100000000
PARA,NONE,False,64,0,0.0,Mix19,0.06830430176499243,1.7874987521024337,1.7750905589074986,3556756,0,0,0,0,0,0,79110177.793,100000001,100000000,100000000
REGA,NONE,False,4096,0,0.0,Mix19,0.21483639366627255,3.035139939679629,3.0111910916922744,0,0,0,0,0,0,0,30776441.199375004,100000001,100000000,100000000
REGA,NONE,False,2048,0,0.0,Mix19,0.21483639366627255,3.035139939679629,3.0111910916922744,0,0,0,0,0,0,0,30776441.199375004,100000001,100000000,100000000
REGA,NONE,False,1024,0,0.0,Mix19,0.21483639366627255,3.035139939679629,3.0111910916922744,0,0,0,0,0,0,0,30776441.199375004,100000001,100000000,100000000
REGA,NONE,False,512,0,0.0,Mix19,0.21483639366627255,3.035139939679629,3.0111910916922744,0,0,0,0,0,0,0,30776441.199375004,100000001,100000000,100000000
REGA,NONE,False,256,0,0.0,Mix19,0.23037120815877501,3.184226412253769,3.1001255612854832,0,0,0,0,0,0,0,27402074.986187503,100000001,100000000,100000000
REGA,NONE,False,128,0,0.0,Mix19,0.204061379311496,3.017326787866448,3.0943421284747954,0,0,0,0,0,0,0,29906587.578250006,100000001,100000000,100000000
REGA,NONE,False,64,0,0.0,Mix19,0.12994076494360363,2.7222011675085254,2.6122545195856266,0,0,0,0,0,0,0,44487639.0068125,100000001,100000000,100000000
RFM,NONE,False,4096,0,0.0,Mix19,0.2089575530087851,2.9509544581854326,2.996128821794512,0,19478,0,0,0,0,0,31441093.528937504,100000001,100000000,100000000
RFM,NONE,False,2048,0,0.0,Mix19,0.2089575530087851,2.9509544581854326,2.996128821794512,0,19478,0,0,0,0,0,31441093.528937504,100000001,100000000,100000000
RFM,NONE,False,1024,0,0.0,Mix19,0.2089575530087851,2.9509544581854326,2.996128821794512,0,19478,0,0,0,0,0,31441093.528937504,100000001,100000000,100000000
RFM,NONE,False,512,0,0.0,Mix19,0.20627269397975223,2.9633194393162556,3.0105176347242013,0,27052,0,0,0,0,0,31745953.010875,100000001,100000000,100000000
RFM,NONE,False,256,0,0.0,Mix19,0.19234488374414715,2.9380085196958654,2.934054226544723,0,71490,0,0,0,0,0,33924347.38868751,100000001,100000000,100000000
RFM,NONE,False,128,0,0.0,Mix19,0.17074998635280747,2.794898549933965,2.79175337271027,0,156873,0,0,0,0,0,37547309.4266875,100000001,100000000,100000000
RFM,NONE,False,64,0,0.0,Mix19,0.13334462184442372,2.4832021925284766,2.4387030762434665,0,369067,0,0,0,0,0,47955123.98631251,100000001,100000000,100000000
TWiCe-Ideal,NONE,False,4096,0,0.0,Mix19,0.2149292268153266,2.994015651336578,3.0385699663247445,4248,0,0,0,0,0,0,30735387.502312504,100000001,100000000,100000000
TWiCe-Ideal,NONE,False,2048,0,0.0,Mix19,0.21421985652286785,3.012159787847562,2.9881903728275483,8568,0,0,0,0,0,0,30836106.279625002,100000001,100000000,100000000
TWiCe-Ideal,NONE,False,1024,0,0.0,Mix19,0.21362546344575156,2.9887997419589856,3.043015087512245,17064,0,0,0,0,0,0,30883484.926125,100000001,100000000,100000000
TWiCe-Ideal,NONE,False,512,0,0.0,Mix19,0.21182772051662663,2.9708114507075387,2.9892230438367466,34200,0,0,0,0,0,0,31090709.963250004,100000001,100000000,100000000
TWiCe-Ideal,NONE,False,256,0,0.0,Mix19,0.20895962441430316,2.941825835379251,3.0099917881404035,68207,0,0,0,0,0,0,31400497.147062503,100000001,100000000,100000000
TWiCe-Ideal,NONE,False,128,0,0.0,Mix19,0.2035888996981021,2.9560639913361313,2.9240886127509564,136108,0,0,0,0,0,0,31998718.126000002,100000001,100000000,100000000
TWiCe-Ideal,NONE,False,64,0,0.0,Mix19,0.18515410377754843,2.8839395167515214,2.879077893538782,292297,0,0,0,0,0,0,34328356.111375004,100000001,100000000,100000000
BlockHammer,NONE,False,4096,0,0.0,Mix19,0.31269479048170323,3.3346097107769617,3.343558492463034,0,0,0,0,0,0,0,16748455.0179375,100000001,100000000,100000000
BlockHammer,NONE,False,2048,0,0.0,Mix19,0.313524955394805,3.4586751441100234,3.463972315101904,0,0,0,0,0,0,0,16659734.137875002,100000001,100000000,100000000
BlockHammer,NONE,False,1024,0,0.0,Mix19,0.3138508958434341,3.5172356328750247,3.51690721491405,0,0,0,0,0,0,0,16618893.7600625,100000001,100000000,100000000
BlockHammer,NONE,False,512,0,0.0,Mix19,0.23883838098064644,3.537844070371681,3.5434297813579807,0,0,0,0,0,0,0,20993645.3724375,100000001,100000000,100000000
BlockHammer,NONE,False,256,0,0.0,Mix19,0.08247044221856394,3.513520113233726,3.341601011168466,0,0,0,0,0,0,0,55437448.1215625,100000001,100000000,100000000
BlockHammer,NONE,False,128,0,0.0,Mix19,0.010282793333333333,1.2902409541755055,0.836561386698878,0,0,0,0,0,0,0,131172117.85525,30848380,100000000,100000000
BlockHammer,NONE,False,64,0,0.0,Mix19,0.0021522973333333332,0.08014777409349948,0.07624167068610849,0,0,0,0,0,0,0,130206269.22837499,6456892,100000000,100000000
AQUA,MEAN,False,4096,32,0.65,Mix35,0.433449723107335,2.175321418416562,2.897115799571505,0,0,0,0,0,1424,310,17339689.5625,100000001,100000002,100000001
AQUA,MEAN,False,2048,32,0.65,Mix35,0.4090283158602029,2.2024331115020725,2.8599161055058504,0,0,0,0,0,2721,660,19624792.576375,100000001,100000002,100000001
AQUA,MEAN,False,1024,32,0.65,Mix35,0.36082400786099833,2.112891003413819,2.725012257786266,0,0,0,0,0,5219,1660,23338549.133187503,100000001,100000002,100000001
AQUA,MEAN,False,512,32,0.65,Mix35,0.2868911801280626,1.8820047769420694,2.4633352504650285,0,0,0,0,0,10133,4279,30047222.740125004,100000001,100000002,100000001
AQUA,MEAN,False,256,32,0.65,Mix35,0.20435208884483258,1.5786442587590483,2.167546885772708,0,0,0,0,0,18724,10371,41947400.9786875,100000001,100000002,100000001
AQUA,MEAN,False,128,32,0.65,Mix35,0.12849751685554275,1.1619272198549375,2.007119151202165,0,0,0,0,0,35187,24199,67232350.2840625,100000001,100000002,100000001
AQUA,MEAN,False,64,32,0.65,Mix35,0.07551416809305189,0.9235672904095222,1.8978709532030198,0,0,0,0,0,66597,50230,128380579.11768752,100000001,100000002,100000001
Graphene,MEAN,False,4096,32,0.65,Mix35,0.4656929285311874,2.314222323770296,3.029103627360645,1584,0,0,0,0,0,0,14141373.626250003,100000001,100000002,100000001
Graphene,MEAN,False,2048,32,0.65,Mix35,0.46799593453807714,2.4162216711303945,3.0557652710263614,3096,0,0,0,0,0,0,14040918.892625,100000001,100000002,100000001
Graphene,MEAN,False,1024,32,0.65,Mix35,0.46784042275856685,2.4796048045615207,3.074237170324573,6192,0,0,0,0,0,0,14035322.7453125,100000001,100000002,100000001
Graphene,MEAN,False,512,32,0.65,Mix35,0.4663165021476416,2.4552234644916138,3.0731025320674403,12323,0,0,0,0,0,0,14059790.205187501,100000001,100000002,100000001
Graphene,MEAN,False,256,32,0.65,Mix35,0.46137157102134974,2.4726579546851317,3.0715409174244184,25002,0,0,0,0,0,0,14168036.680562502,100000001,100000002,100000001
Graphene,MEAN,False,128,32,0.65,Mix35,0.449678179270338,2.5042326414046863,3.075808907745511,51181,0,0,0,0,0,0,14460699.0751875,100000001,100000002,100000001
Graphene,MEAN,False,64,32,0.65,Mix35,0.42794783216694154,2.380633423692654,3.067532870454898,104790,0,0,0,0,0,0,15058949.299875002,100000001,100000002,100000001
Hydra,MEAN,False,4096,32,0.65,Mix35,0.47061750244263423,2.44209743148012,3.062521810897304,1568,0,0,0,0,0,0,13974193.5410625,100000001,100000002,100000001
Hydra,MEAN,False,2048,32,0.65,Mix35,0.4701938878331051,2.4812539900114143,3.070270162893796,3080,0,0,0,0,0,0,13969450.44675,100000001,100000002,100000001
Hydra,MEAN,False,1024,32,0.65,Mix35,0.4683943579745532,2.5086156395524792,3.068039857887168,6232,0,0,0,0,0,0,14006691.4270625,100000001,100000002,100000001
Hydra,MEAN,False,512,32,0.65,Mix35,0.4671013864008085,2.4338520878020886,3.0756637889833844,12334,0,0,0,0,0,0,14032728.922812501,100000001,100000002,100000001
Hydra,MEAN,False,256,32,0.65,Mix35,0.46105127185625633,2.501285585726784,3.079877515736326,24968,0,0,0,0,0,0,14149514.362812502,100000001,100000002,100000001
Hydra,MEAN,False,128,32,0.65,Mix35,0.44567625249276194,2.4231654124160813,3.0752123434101892,51220,0,0,0,0,0,0,14522979.519625,100000001,100000002,100000001
Hydra,MEAN,False,64,32,0.65,Mix35,0.3933593136405574,2.4153773644219125,3.060690804641219,117469,0,0,0,0,0,0,16053908.6170625,100000001,100000002,100000001
PARA,MEAN,False,4096,32,0.65,Mix35,0.4491671641342682,2.4604684416879326,3.0724485826502947,36332,0,0,0,0,0,0,14408974.420187501,100000001,100000002,100000001
PARA,MEAN,False,2048,32,0.65,Mix35,0.42888415986922807,2.4457137644278766,3.073999781192698,71765,0,0,0,0,0,0,14896026.5814375,100000001,100000002,100000001
PARA,MEAN,False,1024,32,0.65,Mix35,0.3949847218331184,2.398214778547413,3.064804211727461,139500,0,0,0,0,0,0,15835615.520750001,100000001,100000002,100000001
PARA,MEAN,False,512,32,0.65,Mix35,0.34232129960554797,2.243599733648819,3.048696493242991,272341,0,0,0,0,0,0,17787324.2788125,100000001,100000002,100000001
PARA,MEAN,False,256,32,0.65,Mix35,0.2733956627320493,2.196159610903774,3.026180394182386,536951,0,0,0,0,0,0,21573760.286437504,100000001,100000002,100000001
PARA,MEAN,False,128,32,0.65,Mix35,0.19597836293850393,2.0170183499450927,2.986347375566596,1095839,0,0,0,0,0,0,29196044.062125,100000001,100000002,100000001
PARA,MEAN,False,64,32,0.65,Mix35,0.1271734996881388,1.7915655104010588,2.9158189093361986,2262474,0,0,0,0,0,0,43893940.502812505,100000001,100000002,100000001
REGA,MEAN,False,4096,32,0.65,Mix35,0.47301249022578823,2.5053098035977452,3.0831002175589646,0,0,0,0,0,0,0,13882829.8665625,100000001,100000002,100000001
REGA,MEAN,False,2048,32,0.65,Mix35,0.47282740820074876,2.45829193160088,3.0898076054068544,0,0,0,0,0,0,0,13897982.4999375,100000001,100000002,100000001
REGA,MEAN,False,1024,32,0.65,Mix35,0.47237590158490333,2.499773757980559,3.0965847055409634,0,0,0,0,0,0,0,13906099.972875,100000001,100000002,100000001
REGA,MEAN,False,512,32,0.65,Mix35,0.4736106695086338,2.4804781290170568,3.088443381621866,0,0,0,0,0,0,0,13879121.321250001,100000001,100000002,100000001
REGA,MEAN,False,256,32,0.65,Mix35,0.4620913605995329,2.4370008961339518,3.087338076451937,0,0,0,0,0,0,0,14458084.047875004,100000001,100000002,100000001
REGA,MEAN,False,128,32,0.65,Mix35,0.40939922894978187,2.3584244772003915,3.072076882778364,0,0,0,0,0,0,0,16283043.4138125,100000001,100000002,100000001
REGA,MEAN,False,64,32,0.65,Mix35,0.30753567196946524,2.134024549561844,3.039445251400265,0,0,0,0,0,0,0,20399257.6668125,100000001,100000002,100000001
RFM,MEAN,False,4096,32,0.65,Mix35,0.45998754666527614,2.464133539081909,3.064037181478018,0,9265,0,0,0,0,0,14233041.586625002,100000001,100000002,100000001
RFM,MEAN,False,2048,32,0.65,Mix35,0.45998754666527614,2.464133539081909,3.064037181478018,0,9265,0,0,0,0,0,14233041.586625002,100000001,100000002,100000001
RFM,MEAN,False,1024,32,0.65,Mix35,0.45998754666527614,2.464133539081909,3.064037181478018,0,9265,0,0,0,0,0,14233041.586625002,100000001,100000002,100000001
RFM,MEAN,False,512,32,0.65,Mix35,0.4551836265353116,2.487379459728258,3.0718581334831088,0,12883,0,0,0,0,0,14358962.332000002,100000001,100000002,100000001
RFM,MEAN,False,256,32,0.65,Mix35,0.42914403361056036,2.455245467334605,3.072338894461258,0,32570,0,0,0,0,0,15146902.904562501,100000001,100000002,100000001
RFM,MEAN,False,128,32,0.65,Mix35,0.37860603694892,2.3164971635535223,3.0567434281163233,0,78061,0,0,0,0,0,17066375.2138125,100000001,100000002,100000001
RFM,MEAN,False,64,32,0.65,Mix35,0.2925993802154138,2.156464662574962,3.0423492887109127,0,199320,0,0,0,0,0,22241559.294,100000001,100000002,100000001
TWiCe-Ideal,MEAN,False,4096,32,0.65,Mix35,0.4655799515464431,2.321455567469007,3.029054447646929,1584,0,0,0,0,0,0,14147319.050187502,100000001,100000002,100000001
TWiCe-Ideal,MEAN,False,2048,32,0.65,Mix35,0.467592833705969,2.4162216711303945,3.0557652710263614,3096,0,0,0,0,0,0,14056698.806875002,100000001,100000002,100000001
TWiCe-Ideal,MEAN,False,1024,32,0.65,Mix35,0.46781721662961817,2.4796048045615207,3.074237170324573,6192,0,0,0,0,0,0,14036294.108125001,100000001,100000002,100000001
TWiCe-Ideal,MEAN,False,512,32,0.65,Mix35,0.46623644823166027,2.4552234644916138,3.0731025320674403,12384,0,0,0,0,0,0,14062263.096625,100000001,100000002,100000001
TWiCe-Ideal,MEAN,False,256,32,0.65,Mix35,0.4616365191709381,2.4726579546851317,3.0715409174244184,24742,0,0,0,0,0,0,14161379.760687502,100000001,100000002,100000001
TWiCe-Ideal,MEAN,False,128,32,0.65,Mix35,0.4502518938697584,2.5059446519032447,3.077149112459429,50534,0,0,0,0,0,0,14448897.6718125,100000001,100000002,100000001
TWiCe-Ideal,MEAN,False,64,32,0.65,Mix35,0.42817573853013763,2.393486776895347,3.0602464593943397,104278,0,0,0,0,0,0,15052776.0181875,100000001,100000002,100000001
Dummy,NONE,False,0,0,0.0,Mix35,0.21642671429878088,2.0575399682274687,3.008840273519224,0,0,0,0,0,0,0,34702040.592125,100000001,100000002,100000001
AQUA,NONE,False,4096,0,0.0,Mix35,0.11673780993653293,1.8520615834170557,2.7103655925379515,0,0,0,0,0,8694,6406,64503215.77906251,100000001,100000002,100000001
AQUA,NONE,False,2048,0,0.0,Mix35,0.0911945040866628,1.7270605688764693,2.5199104675819823,0,0,0,0,0,17189,13381,81344337.9065625,100000001,100000002,100000001
AQUA,NONE,False,1024,0,0.0,Mix35,0.06597344358994564,1.5252271730502125,2.335348606824449,0,0,0,0,0,36719,30924,109978816.28325,100000001,100000002,100000001
AQUA,NONE,False,512,0,0.0,Mix35,0.047392753924012876,1.2010338451090576,1.972374975540085,0,0,0,0,0,68118,60251,152063129.385,100000001,100000002,100000001
AQUA,NONE,False,256,0,0.0,Mix35,0.027988012333333333,0.8149733983723384,1.6852314457241473,0,0,0,0,0,121645,111803,221502616.342375,83964037,100000002,100000001
AQUA,NONE,False,128,0,0.0,Mix35,0.015866541333333335,0.5030711993032021,1.6251491074291156,0,0,0,0,0,140139,129350,235029438.26581252,47599624,100000002,100000001
AQUA,NONE,False,64,0,0.0,Mix35,0.007415733,0.2582781002828912,1.2771175278887346,0,0,0,0,0,154533,139999,266777136.750625,22247199,100000002,100000001
Graphene,NONE,False,4096,0,0.0,Mix35,0.21524568141831404,2.063043556521977,3.0036972208351815,6840,0,0,0,0,0,0,34827069.7734375,100000001,100000002,100000001
Graphene,NONE,False,2048,0,0.0,Mix35,0.21278300394581395,2.038061864347624,3.0007058260173376,13968,0,0,0,0,0,0,35260700.862125,100000001,100000002,100000001
Graphene,NONE,False,1024,0,0.0,Mix35,0.21348362064869578,2.0173621445188585,3.0063474817556046,27793,0,0,0,0,0,0,35031128.041250005,100000001,100000002,100000001
Graphene,NONE,False,512,0,0.0,Mix35,0.20953271113182076,1.914330532591247,2.9817883698983576,56235,0,0,0,0,0,0,35567506.6699375,100000001,100000002,100000001
Graphene,NONE,False,256,0,0.0,Mix35,0.20222050160887944,1.9853363063346858,2.977876107907628,113827,0,0,0,0,0,0,36554146.800500005,100000001,100000002,100000001
Graphene,NONE,False,128,0,0.0,Mix35,0.19107933046598163,1.9768274316271746,2.951965674071171,231393,0,0,0,0,0,0,38132290.9338125,100000001,100000002,100000001
Graphene,NONE,False,64,0,0.0,Mix35,0.1707243939421509,1.8110339341027788,2.9058732172177404,475289,0,0,0,0,0,0,41535708.197375,100000001,100000002,100000001
Hydra,NONE,False,4096,0,0.0,Mix35,0.2164384339636226,2.0085672219430983,3.001946672339145,6928,0,0,0,0,0,0,34684592.7988125,100000001,100000002,100000001
Hydra,NONE,False,2048,0,0.0,Mix35,0.21520749316328844,2.091251944053909,3.0003293161424467,13992,0,0,0,0,0,0,34825640.7740625,100000001,100000002,100000001
Hydra,NONE,False,1024,0,0.0,Mix35,0.21393494105867802,1.9293589915179012,2.9958056324920044,27904,0,0,0,0,0,0,34996377.4595,100000001,100000002,100000001
Hydra,NONE,False,512,0,0.0,Mix35,0.2131666425628488,2.1334292722235,2.991777220063971,55041,0,0,0,0,0,0,34884558.2409375,100000001,100000002,100000001
Hydra,NONE,False,256,0,0.0,Mix35,0.2096150992324977,2.052187454268286,2.979165859188595,108363,0,0,0,0,0,0,35127856.57781251,100000003,100000002,100000001
Hydra,NONE,False,128,0,0.0,Mix35,0.20553834281572136,2.0184942106155757,2.8904424342380994,207025,0,0,0,0,0,0,35075572.9421875,100000001,100000002,100000001
Hydra,NONE,False,64,0,0.0,Mix35,0.20108925261126054,2.002211041609028,2.973811545222499,371649,0,0,0,0,0,0,34490635.20775,100000001,100000002,100000001
PARA,NONE,False,4096,0,0.0,Mix35,0.23034844087311815,2.0621125612779934,2.964781479745547,110259,0,0,0,0,0,0,31612780.715000004,100000001,100000002,100000001
PARA,NONE,False,2048,0,0.0,Mix35,0.2279040470641908,2.058960770044724,2.9441203605852593,203434,0,0,0,0,0,0,31122429.212437503,100000001,100000002,100000001
PARA,NONE,False,1024,0,0.0,Mix35,0.21246552428204712,1.9086136342346647,2.963046572454429,378200,0,0,0,0,0,0,32151731.680750005,100000001,100000002,100000001
PARA,NONE,False,512,0,0.0,Mix35,0.18081774731379688,1.8933209828221451,2.982683257026851,713438,0,0,0,0,0,0,35956692.2465,100000001,100000002,100000001
PARA,NONE,False,256,0,0.0,Mix35,0.1346577685101395,1.6568192292291537,2.795749895459923,1422121,0,0,0,0,0,0,45797761.2161875,100000001,100000002,100000001
PARA,NONE,False,128,0,0.0,Mix35,0.08401796646898443,1.3630989148110768,2.7599567647257217,3119088,0,0,0,0,0,0,69937463.16225001,100000001,100000002,100000001
PARA,NONE,False,64,0,0.0,Mix35,0.04082122045338968,1.0273311375842926,2.5529226215288165,8054983,0,0,0,0,0,0,138488875.6615625,100000001,100000002,100000001
