,mitigation,thresh_type,cache_only,tRH,flat_thresh,dynamic_thresh,trace,ipc_0,ipc_1,ipc_2,VRR,RFM,RRS_reswap,RRS_unswap,RRS_swap,AQUA_migrate,AQUA_r_migrate,total_energy,insn_0,insn_1,insn_2,aipc_0,aipc_1,aipc_2,aipc_3,soa_0,aos_0,soa_1,aos_1,soa_2,aos_2,weighted_speedup,harmonic_speedup,max_slowdown,min_insn,weighted_speedup_base,harmonic_speedup_base,max_slowdown_base,total_energy_base,norm_weighted_speedup,norm_harmonic_speedup,norm_max_slowdown,norm_energy
10,Graphene,MEAN,False,512,32,0.65,Mix41,3.819896941473488,2.70949445331262,0.3251375595224447,29966,0,0,0,0,0,0,22591731.0841875,100000001,100000000,100000001,3.9141489751701264,3.2219777027543848,0.3669773800503069,0.9999823903101066,0.9759201721001072,1.0246739729214478,0.8409414040936236,1.1891434945789257,0.8859880123343663,1.128683442753632,2.702849588528097,0.8975315431618004,0.1590585959063764,100000000,1.8116395762569804,0.5030271325060386,0.6814709460838275,67157811.90900001,1.4919356057083062,1.7842606992000098,0.23340480884831535,0.33639766457548803
11,Graphene,MEAN,False,256,32,0.65,Mix41,3.819656486836605,2.7000269030680624,0.3046490897245322,67151,0,0,0,0,0,0,23836786.289375003,100000001,100000000,100000002,3.9141489751701264,3.2219777027543848,0.3669773800503069,0.9999823903101066,0.975858739937354,1.0247384780959135,0.8380029758616516,1.1933131848031682,0.8301576780638893,1.204590436761629,2.644019393862895,0.8765158356164066,0.1698423219361107,100000000,1.8116395762569804,0.5030271325060386,0.6814709460838275,67157811.90900001,1.4594621515862942,1.7424822220814986,0.24922899928769443,0.35493691071523087
12,Graphene,MEAN,False,128,32,0.65,Mix41,3.820429317683938,2.73424091538886,0.2803187458422949,147530,0,0,0,0,0,0,25460558.078,100000001,100000000,100000002,3.9141489751701264,3.2219777027543848,0.3669773800503069,0.9999823903101066,0.9760561853724244,1.0245311847682617,0.8486219234389576,1.1783810580188614,0.763858376785696,1.3091432003508088,2.588536485597078,0.8542006379374173,0.236141623214304,100000000,1.8116395762569804,0.5030271325060386,0.6814709460838275,67157811.90900001,1.428836353280182,1.6981204049210268,0.3465175215045137,0.37911536058529566
13,Graphene,MEAN,False,64,32,0.65,Mix41,3.803232793480925,2.683948431688413,0.2538767499781323,302846,0,0,0,0,0,0,27435831.216625005,100000001,100000000,100000001,3.9141489751701264,3.2219777027543848,0.3669773800503069,0.9999823903101066,0.9716627592887211,1.02916365831703,0.8330127267466735,1.2004618511718235,0.6918049007361973,1.445494241130456,2.4964803867715917,0.8162999313136552,0.30819509926380273,100000000,1.8116395762569804,0.5030271325060386,0.6814709460838275,67157811.90900001,1.3780226594130591,1.6227751518032796,0.45224980028112854,0.4085277711817209
14,Hydra,MEAN,False,4096,32,0.65,Mix41,3.819083923986482,2.7116058574591237,0.3620166403191562,1802,0,0,0,0,0,0,20643440.6485,100000001,100000000,100000001,3.9141489751701264,3.2219777027543848,0.3669773800503069,0.9999823903101066,0.9757124596466049,1.024892108441653,0.8415967171780993,1.188217562626708,0.9864821648395041,1.0137030710156785,2.8037913416642084,0.9297099769298816,0.15840328282190075,100000000,1.8116395762569804,0.5030271325060386,0.6814709460838275,67157811.90900001,1.5476540579098563,1.8482302779536863,0.23244319326038532,0.307387034534005
15,Hydra,MEAN,False,2048,32,0.65,Mix41,3.826005989918398,2.724941911050811,0.3258070950293599,4937,0,0,0,0,0,0,22634754.924562506,100000001,100000000,100000001,3.9141489751701264,3.2219777027543848,0.3669773800503069,0.9999823903101066,0.977480932429789,1.023037858666188,0.8457358065269444,1.182402343950115,0.8878124722147638,1.1263639916044093,2.711029211171497,0.9004130570469137,0.15426419347305564,100000000,1.8116395762569804,0.5030271325060386,0.6814709460838275,67157811.90900001,1.496450644323382,1.7899890460403836,0.22636943564440626,0.33703830248717737
16,Hydra,MEAN,False,1024,32,0.65,Mix41,3.8252044170093984,2.73201702385376,0.3159029821136965,11950,0,0,0,0,0,0,23210043.902812503,100000001,100000000,100000001,3.9141489751701264,3.2219777027543848,0.3669773800503069,0.9999823903101066,0.9772761438757291,1.0232522366034142,0.8479316978259129,1.179340273000748,0.8608241251010924,1.1616774795694338,2.6860319668027346,0.8917239132573078,0.15206830217408707,100000000,1.8116395762569804,0.5030271325060386,0.6814709460838275,67157811.90900001,1.4826525110211668,1.7727153380669842,0.2231471540319801,0.3456045282455377
17,Hydra,MEAN,False,512,32,0.65,Mix41,3.8280822445087215,2.747067923919075,0.3007290218744153,30214,0,0,0,0,0,0,24128294.840875,100000001,100000000,100000001,3.9141489751701264,3.2219777027543848,0.3669773800503069,0.9999823903101066,0.9780113809649609,1.0224829889130165,0.8526030212967266,1.1728787900365365,0.8194756358912095,1.2202925336669268,2.650090038152897,0.8783090223500757,0.18052436410879047,100000000,1.8116395762569804,0.5030271325060386,0.6814709460838275,67157811.90900001,1.462813063307126,1.7460470133577377,0.26490397741268373,0.35927756064431127
18,Hydra,MEAN,False,256,32,0.65,Mix41,3.8247268819931786,2.7566661563158723,0.2806876034467135,70732,0,0,0,0,0,0,25422656.315625004,100000001,100000000,100000001,3.9141489751701264,3.2219777027543848,0.3669773800503069,0.9999823903101066,0.977154141616937,1.0233799944246862,0.8555820091365841,1.1687950299576264,0.7648635003286459,1.3074228271715422,2.597599651082167,0.8572413537938284,0.23513649967135408,100000000,1.8116395762569804,0.5030271325060386,0.6814709460838275,67157811.90900001,1.4338390953288043,1.7041652396027318,0.345042589156002,0.378550991954192
19,Hydra,MEAN,False,128,32,0.65,Mix41,3.816359419841626,2.7118752910520154,0.2603322517925496,151018,0,0,0,0,0,0,26938613.9995,100000001,100000000,100000001,3.9141489751701264,3.2219777027543848,0.3669773800503069,0.9999823903101066,0.9750163941258139,1.0256237803022648,0.8416803408458425,1.1880995093636795,0.7093959081534184,1.4096500818605424,2.5260926431250748,0.8279577323095835,0.29060409184658165,100000000,1.8116395762569804,0.5030271325060386,0.6814709460838275,67157811.90900001,1.3943682155278494,1.6459504444318305,0.4264365099005036,0.40112405740678814
20,Hydra,MEAN,False,64,32,0.65,Mix41,3.796420916623802,2.629784742125675,0.2350500595038621,310988,0,0,0,0,0,0,29095978.883875,100000001,100000000,100000001,3.9141489751701264,3.2219777027543848,0.3669773800503069,0.9999823903101066,0.9699224379825228,1.0310102755020698,0.8162020301622636,1.2251868569858824,0.6405028546218309,1.5612732914210434,2.4266273227666173,0.7858607053536969,0.3594971453781691,100000000,1.8116395762569804,0.5030271325060386,0.6814709460838275,67157811.90900001,1.3394647338077368,1.5622630561469029,0.5275311404603117,0.4332478688153294
21,PARA,MEAN,False,4096,32,0.65,Mix41,3.8483437402167886,2.826560602052886,0.2770292705522958,88179,0,0,0,0,0,0,25794280.437625,100000001,100000000,100000001,3.9141489751701264,3.2219777027543848,0.3669773800503069,0.9999823903101066,0.9831878563205485,1.0170996250323603,0.8772750350309789,1.139893374447487,0.7548946763811966,1.324688107212235,2.615357567732724,0.861652721219571,0.24510532361880344,100000000,1.8116395762569804,0.5030271325060386,0.6814709460838275,67157811.90900001,1.4436412198149817,1.7129348807228153,0.35967098087943006,0.3840845868024511
22,PARA,MEAN,False,2048,32,0.65,Mix41,3.8297673412533686,2.780521534638792,0.2593021676211497,176066,0,0,0,0,0,0,27041793.942062505,100000001,100000000,100000001,3.9141489751701264,3.2219777027543848,0.3669773800503069,0.9999823903101066,0.9784418951726052,1.0220330966343094,0.8629859642609559,1.158767397632452,0.7065889662888852,1.4152499511167786,2.5480168257224465,0.8342485862097055,0.29341103371111477,100000000,1.8116395762569804,0.5030271325060386,0.6814709460838275,67157811.90900001,1.4064700612176355,1.6584564376349835,0.430555455661381,0.4026604377567363
23,PARA,MEAN,False,1024,32,0.65,Mix41,3.820549297941599,2.6871309964537398,0.2317862515976968,351063,0,0,0,0,0,0,29402742.591562506,100000001,100000000,100000001,3.9141489751701264,3.2219777027543848,0.3669773800503069,0.9999823903101066,0.9760868383338784,1.0244990104640073,0.834000494217133,1.199040056851152,0.6316090969037996,1.583257753731039,2.441696429454811,0.7880641234683832,0.3683909030962004,100000000,1.8116395762569804,0.5030271325060386,0.6814709460838275,67157811.90900001,1.34778267236775,1.5666433727785505,0.5405819649586128,0.43781567260416
24,PARA,MEAN,False,512,32,0.65,Mix41,3.791638436338941,2.5298136002981537,0.1945793528471034,694594,0,0,0,0,0,0,33685310.229625,100000001,100000000,100000002,3.9141489751701264,3.2219777027543848,0.3669773800503069,0.9999823903101066,0.9687005937667815,1.032310712344576,0.7851741488265055,1.2736028070900778,0.5302216524092837,1.8860037032740593,2.2840963950025706,0.7156629867947332,0.46977834759071635,100000000,1.8116395762569804,0.5030271325060386,0.6814709460838275,67157811.90900001,1.2607896321859622,1.4227124951080885,0.6893593194109982,0.5015843916307038
25,PARA,MEAN,False,256,32,0.65,Mix41,3.744840115925269,2.28910388610408,0.1524873553407179,1359395,0,0,0,0,0,0,41155411.500750005,100000001,100000000,100000001,3.9141489751701264,3.2219777027543848,0.3669773800503069,0.9999823903101066,0.9567444008087356,1.0452112383983647,0.7104654647818279,1.4075279511398675,0.415522491658244,2.4066085953837435,2.0827323572488075,0.6173668016330651,0.5844775083417559,100000000,1.8116395762569804,0.5030271325060386,0.6814709460838275,67157811.90900001,1.1496394672233483,1.2273031845367783,0.8576704725279066,0.6128164442956584
