mitigation,thresh_type,cache_only,tRH,flat_thresh,dynamic_thresh,trace,core_id,pN_key,pN_val
Dummy,NONE,False,0,0,0.0,437.leslie3d,0,54,214
Dummy,NONE,False,0,0,0.0,437.leslie3d,0,55,219
Dummy,NONE,False,0,0,0.0,437.leslie3d,0,56,224
Dummy,NONE,False,0,0,0.0,437.leslie3d,0,57,234
Dummy,NONE,False,0,0,0.0,437.leslie3d,0,58,234
Dummy,NONE,False,0,0,0.0,437.leslie3d,0,59,239
Dummy,NONE,False,0,0,0.0,437.leslie3d,0,60,249
Dummy,NONE,False,0,0,0.0,437.leslie3d,0,61,259
Dummy,NONE,False,0,0,0.0,437.leslie3d,0,62,264
Dummy,NONE,False,0,0,0.0,437.leslie3d,0,63,279
Dummy,NONE,False,0,0,0.0,437.leslie3d,0,64,294
Dummy,NONE,False,0,0,0.0,437.leslie3d,0,65,319
Dummy,NONE,False,0,0,0.0,437.leslie3d,0,66,339
Dummy,NONE,False,0,0,0.0,437.leslie3d,0,67,349
Dummy,NONE,False,0,0,0.0,437.leslie3d,0,68,374
Dummy,NONE,False,0,0,0.0,437.leslie3d,0,69,419
Dummy,NONE,False,0,0,0.0,437.leslie3d,0,70,454
Dummy,NONE,False,0,0,0.0,437.leslie3d,0,71,469
Dummy,NONE,False,0,0,0.0,437.leslie3d,0,72,489
Dummy,NONE,False,0,0,0.0,437.leslie3d,0,73,499
Dummy,NONE,False,0,0,0.0,437.leslie3d,0,74,499
Dummy,NONE,False,0,0,0.0,437.leslie3d,0,75,504
Dummy,NONE,False,0,0,0.0,437.leslie3d,0,76,509
Dummy,NONE,False,0,0,0.0,437.leslie3d,0,77,509
Dummy,NONE,False,0,0,0.0,437.leslie3d,0,78,514
Dummy,NONE,False,0,0,0.0,437.leslie3d,0,79,514
Dummy,NONE,False,0,0,0.0,437.leslie3d,0,80,514
Dummy,NONE,False,0,0,0.0,437.leslie3d,0,81,519
Dummy,NONE,False,0,0,0.0,437.leslie3d,0,82,529
Dummy,NONE,False,0,0,0.0,437.leslie3d,0,83,529
Dummy,NONE,False,0,0,0.0,437.leslie3d,0,84,529
Dummy,NONE,False,0,0,0.0,437.leslie3d,0,85,539
Dummy,NONE,False,0,0,0.0,437.leslie3d,0,86,544
Dummy,NONE,False,0,0,0.0,437.leslie3d,0,87,559
Dummy,NONE,False,0,0,0.0,437.leslie3d,0,88,579
Dummy,NONE,False,0,0,0.0,437.leslie3d,0,89,584
Dummy,NONE,False,0,0,0.0,437.leslie3d,0,90,589
Dummy,NONE,False,0,0,0.0,437.leslie3d,0,91,594
Dummy,NONE,False,0,0,0.0,437.leslie3d,0,92,599
Dummy,NONE,False,0,0,0.0,437.leslie3d,0,93,599
Dummy,NONE,False,0,0,0.0,437.leslie3d,0,94,609
Dummy,NONE,False,0,0,0.0,437.leslie3d,0,95,629
Dummy,NONE,False,0,0,0.0,437.leslie3d,0,96,639
Dummy,NONE,False,0,0,0.0,437.leslie3d,0,97,694
Dummy,NONE,False,0,0,0.0,437.leslie3d,0,98,1454
Dummy,NONE,False,0,0,0.0,437.leslie3d,0,99,1769
Dummy,NONE,False,0,0,0.0,437.leslie3d,0,100,2814
Dummy,NONE,False,0,0,0.0,482.sphinx3,0,0,49
Dummy,NONE,False,0,0,0.0,482.sphinx3,0,1,49
Dummy,NONE,False,0,0,0.0,482.sphinx3,0,2,49
Dummy,NONE,False,0,0,0.0,482.sphinx3,0,3,49
Dummy,NONE,False,0,0,0.0,482.sphinx3,0,4,49
Dummy,NONE,False,0,0,0.0,482.sphinx3,0,5,134
Dummy,NONE,False,0,0,0.0,482.sphinx3,0,6,134
Dummy,NONE,False,0,0,0.0,482.sphinx3,0,7,134
Dummy,NONE,False,0,0,0.0,482.sphinx3,0,8,134
Dummy,NONE,False,0,0,0.0,482.sphinx3,0,9,134
Dummy,NONE,False,0,0,0.0,482.sphinx3,0,10,134
Dummy,NONE,False,0,0,0.0,482.sphinx3,0,11,134
Dummy,NONE,False,0,0,0.0,482.sphinx3,0,12,134
Dummy,NONE,False,0,0,0.0,482.sphinx3,0,13,134
Dummy,NONE,False,0,0,0.0,482.sphinx3,0,14,134
Dummy,NONE,False,0,0,0.0,482.sphinx3,0,15,134
Dummy,NONE,False,0,0,0.0,482.sphinx3,0,16,134
Dummy,NONE,False,0,0,0.0,482.sphinx3,0,17,134
Dummy,NONE,False,0,0,0.0,482.sphinx3,0,18,134
Dummy,NONE,False,0,0,0.0,482.sphinx3,0,19,134
Dummy,NONE,False,0,0,0.0,482.sphinx3,0,20,134
Dummy,NONE,False,0,0,0.0,482.sphinx3,0,21,134
Dummy,NONE,False,0,0,0.0,482.sphinx3,0,22,134
Dummy,NONE,False,0,0,0.0,482.sphinx3,0,23,134
Dummy,NONE,False,0,0,0.0,482.sphinx3,0,24,134
Dummy,NONE,False,0,0,0.0,482.sphinx3,0,25,134
Dummy,NONE,False,0,0,0.0,482.sphinx3,0,26,134
Dummy,NONE,False,0,0,0.0,482.sphinx3,0,27,134
Dummy,NONE,False,0,0,0.0,482.sphinx3,0,28,134
Dummy,NONE,False,0,0,0.0,482.sphinx3,0,29,134
Dummy,NONE,False,0,0,0.0,482.sphinx3,0,30,134
Dummy,NONE,False,0,0,0.0,482.sphinx3,0,31,134
Dummy,NONE,False,0,0,0.0,482.sphinx3,0,32,134
Dummy,NONE,False,0,0,0.0,482.sphinx3,0,33,139
Dummy,NONE,False,0,0,0.0,482.sphinx3,0,34,139
Dummy,NONE,False,0,0,0.0,482.sphinx3,0,35,144
Dummy,NONE,False,0,0,0.0,482.sphinx3,0,36,149
Dummy,NONE,False,0,0,0.0,482.sphinx3,0,37,154
Dummy,NONE,False,0,0,0.0,482.sphinx3,0,38,154
Dummy,NONE,False,0,0,0.0,482.sphinx3,0,39,154
Dummy,NONE,False,0,0,0.0,482.sphinx3,0,40,154
Dummy,NONE,False,0,0,0.0,482.sphinx3,0,41,154
Dummy,NONE,False,0,0,0.0,482.sphinx3,0,42,154
Dummy,NONE,False,0,0,0.0,482.sphinx3,0,43,154
Dummy,NONE,False,0,0,0.0,482.sphinx3,0,44,159
Dummy,NONE,False,0,0,0.0,482.sphinx3,0,45,159
Dummy,NONE,False,0,0,0.0,482.sphinx3,0,46,159
Dummy,NONE,False,0,0,0.0,482.sphinx3,0,47,159
Dummy,NONE,False,0,0,0.0,482.sphinx3,0,48,159
Dummy,NONE,False,0,0,0.0,482.sphinx3,0,49,159
Dummy,NONE,False,0,0,0.0,482.sphinx3,0,50,159
Dummy,NONE,False,0,0,0.0,482.sphinx3,0,51,164
Dummy,NONE,False,0,0,0.0,482.sphinx3,0,52,164
Dummy,NONE,False,0,0,0.0,482.sphinx3,0,53,169
Dummy,NONE,False,0,0,0.0,482.sphinx3,0,54,169
Dummy,NONE,False,0,0,0.0,482.sphinx3,0,55,169
Dummy,NONE,False,0,0,0.0,482.sphinx3,0,56,169
Dummy,NONE,False,0,0,0.0,482.sphinx3,0,57,169
Dummy,NONE,False,0,0,0.0,482.sphinx3,0,58,174
Dummy,NONE,False,0,0,0.0,482.sphinx3,0,59,179
Dummy,NONE,False,0,0,0.0,482.sphinx3,0,60,184
Dummy,NONE,False,0,0,0.0,482.sphinx3,0,61,189
Dummy,NONE,False,0,0,0.0,482.sphinx3,0,62,199
Dummy,NONE,False,0,0,0.0,482.sphinx3,0,63,199
Dummy,NONE,False,0,0,0.0,482.sphinx3,0,64,199
Dummy,NONE,False,0,0,0.0,482.sphinx3,0,65,199
Dummy,NONE,False,0,0,0.0,482.sphinx3,0,66,199
Dummy,NONE,False,0,0,0.0,482.sphinx3,0,67,199
Dummy,NONE,False,0,0,0.0,482.sphinx3,0,68,199
Dummy,NONE,False,0,0,0.0,482.sphinx3,0,69,199
Dummy,NONE,False,0,0,0.0,482.sphinx3,0,70,199
Dummy,NONE,False,0,0,0.0,482.sphinx3,0,71,199
Dummy,NONE,False,0,0,0.0,482.sphinx3,0,72,199
Dummy,NONE,False,0,0,0.0,482.sphinx3,0,73,204
Dummy,NONE,False,0,0,0.0,482.sphinx3,0,74,204
Dummy,NONE,False,0,0,0.0,482.sphinx3,0,75,209
Dummy,NONE,False,0,0,0.0,482.sphinx3,0,76,214
Dummy,NONE,False,0,0,0.0,482.sphinx3,0,77,219
Dummy,NONE,False,0,0,0.0,482.sphinx3,0,78,219
Dummy,NONE,False,0,0,0.0,482.sphinx3,0,79,219
Dummy,NONE,False,0,0,0.0,482.sphinx3,0,80,219
Dummy,NONE,False,0,0,0.0,482.sphinx3,0,81,224
Dummy,NONE,False,0,0,0.0,482.sphinx3,0,82,224
Dummy,NONE,False,0,0,0.0,482.sphinx3,0,83,224
Dummy,NONE,False,0,0,0.0,482.sphinx3,0,84,234
Dummy,NONE,False,0,0,0.0,482.sphinx3,0,85,239
Dummy,NONE,False,0,0,0.0,482.sphinx3,0,86,249
Dummy,NONE,False,0,0,0.0,482.sphinx3,0,87,264
Dummy,NONE,False,0,0,0.0,482.sphinx3,0,88,264
Dummy,NONE,False,0,0,0.0,482.sphinx3,0,89,269
Dummy,NONE,False,0,0,0.0,482.sphinx3,0,90,274
Dummy,NONE,False,0,0,0.0,482.sphinx3,0,91,279
Dummy,NONE,False,0,0,0.0,482.sphinx3,0,92,294
Dummy,NONE,False,0,0,0.0,482.sphinx3,0,93,309
Dummy,NONE,False,0,0,0.0,482.sphinx3,0,94,364
Dummy,NONE,False,0,0,0.0,482.sphinx3,0,95,459
Dummy,NONE,False,0,0,0.0,482.sphinx3,0,96,504
Dummy,NONE,False,0,0,0.0,482.sphinx3,0,97,534
Dummy,NONE,False,0,0,0.0,482.sphinx3,0,98,674
Dummy,NONE,False,0,0,0.0,482.sphinx3,0,99,1469
Dummy,NONE,False,0,0,0.0,482.sphinx3,0,100,2244
Dummy,NONE,False,0,0,0.0,atk1.trace,0,0,49
Dummy,NONE,False,0,0,0.0,atk1.trace,0,1,49
Dummy,NONE,False,0,0,0.0,atk1.trace,0,2,49
Dummy,NONE,False,0,0,0.0,atk1.trace,0,3,49
Dummy,NONE,False,0,0,0.0,atk1.trace,0,4,49
Dummy,NONE,False,0,0,0.0,atk1.trace,0,5,49
Dummy,NONE,False,0,0,0.0,atk1.trace,0,6,49
Dummy,NONE,False,0,0,0.0,atk1.trace,0,7,49
Dummy,NONE,False,0,0,0.0,atk1.trace,0,8,49
Dummy,NONE,False,0,0,0.0,atk1.trace,0,9,49
Dummy,NONE,False,0,0,0.0,atk1.trace,0,10,49
Dummy,NONE,False,0,0,0.0,atk1.trace,0,11,49
Dummy,NONE,False,0,0,0.0,atk1.trace,0,12,49
Dummy,NONE,False,0,0,0.0,atk1.trace,0,13,49
Dummy,NONE,False,0,0,0.0,atk1.trace,0,14,49
Dummy,NONE,False,0,0,0.0,atk1.trace,0,15,49
Dummy,NONE,False,0,0,0.0,atk1.trace,0,16,49
Dummy,NONE,False,0,0,0.0,atk1.trace,0,17,49
Dummy,NONE,False,0,0,0.0,atk1.trace,0,18,49
Dummy,NONE,False,0,0,0.0,atk1.trace,0,19,49
Dummy,NONE,False,0,0,0.0,atk1.trace,0,20,49
Dummy,NONE,False,0,0,0.0,atk1.trace,0,21,49
Dummy,NONE,False,0,0,0.0,atk1.trace,0,22,49
Dummy,NONE,False,0,0,0.0,atk1.trace,0,23,49
Dummy,NONE,False,0,0,0.0,atk1.trace,0,24,49
Dummy,NONE,False,0,0,0.0,atk1.trace,0,25,49
Dummy,NONE,False,0,0,0.0,atk1.trace,0,26,49
Dummy,NONE,False,0,0,0.0,atk1.trace,0,27,49
Dummy,NONE,False,0,0,0.0,atk1.trace,0,28,49
Dummy,NONE,False,0,0,0.0,atk1.trace,0,29,49
Dummy,NONE,False,0,0,0.0,atk1.trace,0,30,49
Dummy,NONE,False,0,0,0.0,atk1.trace,0,31,49
Dummy,NONE,False,0,0,0.0,atk1.trace,0,32,49
Dummy,NONE,False,0,0,0.0,atk1.trace,0,33,49
Dummy,NONE,False,0,0,0.0,atk1.trace,0,34,49
Dummy,NONE,False,0,0,0.0,atk1.trace,0,35,49
Dummy,NONE,False,0,0,0.0,atk1.trace,0,36,49
Dummy,NONE,False,0,0,0.0,atk1.trace,0,37,49
Dummy,NONE,False,0,0,0.0,atk1.trace,0,38,49
Dummy,NONE,False,0,0,0.0,atk1.trace,0,39,49
Dummy,NONE,False,0,0,0.0,atk1.trace,0,40,49
Dummy,NONE,False,0,0,0.0,atk1.trace,0,41,49
Dummy,NONE,False,0,0,0.0,atk1.trace,0,42,49
Dummy,NONE,False,0,0,0.0,atk1.trace,0,43,49
Dummy,NONE,False,0,0,0.0,atk1.trace,0,44,49
Dummy,NONE,False,0,0,0.0,atk1.trace,0,45,49
Dummy,NONE,False,0,0,0.0,atk1.trace,0,46,49
Dummy,NONE,False,0,0,0.0,atk1.trace,0,47,49
Dummy,NONE,False,0,0,0.0,atk1.trace,0,48,49
Dummy,NONE,False,0,0,0.0,atk1.trace,0,49,49
Dummy,NONE,False,0,0,0.0,atk1.trace,0,50,49
Dummy,NONE,False,0,0,0.0,atk1.trace,0,51,49
Dummy,NONE,False,0,0,0.0,atk1.trace,0,52,49
Dummy,NONE,False,0,0,0.0,atk1.trace,0,53,49
Dummy,NONE,False,0,0,0.0,atk1.trace,0,54,49
Dummy,NONE,False,0,0,0.0,atk1.trace,0,55,49
Dummy,NONE,False,0,0,0.0,atk1.trace,0,56,49
Dummy,NONE,False,0,0,0.0,atk1.trace,0,57,49
Dummy,NONE,False,0,0,0.0,atk1.trace,0,58,49
Dummy,NONE,False,0,0,0.0,atk1.trace,0,59,49
Dummy,NONE,False,0,0,0.0,atk1.trace,0,60,49
Dummy,NONE,False,0,0,0.0,atk1.trace,0,61,49
Dummy,NONE,False,0,0,0.0,atk1.trace,0,62,49
Dummy,NONE,False,0,0,0.0,atk1.trace,0,63,49
Dummy,NONE,False,0,0,0.0,atk1.trace,0,64,49
Dummy,NONE,False,0,0,0.0,atk1.trace,0,65,49
Dummy,NONE,False,0,0,0.0,atk1.trace,0,66,49
Dummy,NONE,False,0,0,0.0,atk1.trace,0,67,49
Dummy,NONE,False,0,0,0.0,atk1.trace,0,68,49
Dummy,NONE,False,0,0,0.0,atk1.trace,0,69,49
Dummy,NONE,False,0,0,0.0,atk1.trace,0,70,49
Dummy,NONE,False,0,0,0.0,atk1.trace,0,71,49
Dummy,NONE,False,0,0,0.0,atk1.trace,0,72,49
Dummy,NONE,False,0,0,0.0,atk1.trace,0,73,49
Dummy,NONE,False,0,0,0.0,atk1.trace,0,74,49
Dummy,NONE,False,0,0,0.0,atk1.trace,0,75,49
Dummy,NONE,False,0,0,0.0,atk1.trace,0,76,49
Dummy,NONE,False,0,0,0.0,atk1.trace,0,77,49
Dummy,NONE,False,0,0,0.0,atk1.trace,0,78,49
Dummy,NONE,False,0,0,0.0,atk1.trace,0,79,49
Dummy,NONE,False,0,0,0.0,atk1.trace,0,80,49
Dummy,NONE,False,0,0,0.0,atk1.trace,0,81,49
Dummy,NONE,False,0,0,0.0,atk1.trace,0,82,49
Dummy,NONE,False,0,0,0.0,atk1.trace,0,83,49
Dummy,NONE,False,0,0,0.0,atk1.trace,0,84,49
Dummy,NONE,False,0,0,0.0,atk1.trace,0,85,49
Dummy,NONE,False,0,0,0.0,atk1.trace,0,86,49
Dummy,NONE,False,0,0,0.0,atk1.trace,0,87,49
Dummy,NONE,False,0,0,0.0,atk1.trace,0,88,49
Dummy,NONE,False,0,0,0.0,atk1.trace,0,89,49
Dummy,NONE,False,0,0,0.0,atk1.trace,0,90,49
Dummy,NONE,False,0,0,0.0,atk1.trace,0,91,49
Dummy,NONE,False,0,0,0.0,atk1.trace,0,92,49
Dummy,NONE,False,0,0,0.0,atk1.trace,0,93,49
Dummy,NONE,False,0,0,0.0,atk1.trace,0,94,49
Dummy,NONE,False,0,0,0.0,atk1.trace,0,95,49
Dummy,NONE,False,0,0,0.0,atk1.trace,0,96,49
Dummy,NONE,False,0,0,0.0,atk1.trace,0,97,49
Dummy,NONE,False,0,0,0.0,atk1.trace,0,98,49
Dummy,NONE,False,0,0,0.0,atk1.trace,0,99,49
Dummy,NONE,False,0,0,0.0,atk1.trace,0,100,829
Dummy,NONE,False,0,0,0.0,519.lbm,0,0,49
Dummy,NONE,False,0,0,0.0,519.lbm,0,1,49
Dummy,NONE,False,0,0,0.0,519.lbm,0,2,49
Dummy,NONE,False,0,0,0.0,519.lbm,0,3,49
Dummy,NONE,False,0,0,0.0,519.lbm,0,4,49
Dummy,NONE,False,0,0,0.0,519.lbm,0,5,49
Dummy,NONE,False,0,0,0.0,519.lbm,0,6,49
Dummy,NONE,False,0,0,0.0,519.lbm,0,7,49
Dummy,NONE,False,0,0,0.0,519.lbm,0,8,49
Dummy,NONE,False,0,0,0.0,519.lbm,0,9,49
Dummy,NONE,False,0,0,0.0,519.lbm,0,10,49
Dummy,NONE,False,0,0,0.0,519.lbm,0,11,49
Dummy,NONE,False,0,0,0.0,519.lbm,0,12,49
Dummy,NONE,False,0,0,0.0,519.lbm,0,13,49
Dummy,NONE,False,0,0,0.0,519.lbm,0,14,49
Dummy,NONE,False,0,0,0.0,519.lbm,0,15,49
Dummy,NONE,False,0,0,0.0,519.lbm,0,16,49
Dummy,NONE,False,0,0,0.0,519.lbm,0,17,49
Dummy,NONE,False,0,0,0.0,519.lbm,0,18,49
Dummy,NONE,False,0,0,0.0,519.lbm,0,19,49
Dummy,NONE,False,0,0,0.0,519.lbm,0,20,49
Dummy,NONE,False,0,0,0.0,519.lbm,0,21,49
Dummy,NONE,False,0,0,0.0,519.lbm,0,22,49
Dummy,NONE,False,0,0,0.0,519.lbm,0,23,49
Dummy,NONE,False,0,0,0.0,519.lbm,0,24,49
Dummy,NONE,False,0,0,0.0,519.lbm,0,25,49
Dummy,NONE,False,0,0,0.0,519.lbm,0,26,49
Dummy,NONE,False,0,0,0.0,519.lbm,0,27,49
Dummy,NONE,False,0,0,0.0,519.lbm,0,28,49
Dummy,NONE,False,0,0,0.0,519.lbm,0,29,49
Dummy,NONE,False,0,0,0.0,519.lbm,0,30,49
Dummy,NONE,False,0,0,0.0,519.lbm,0,31,49
Dummy,NONE,False,0,0,0.0,519.lbm,0,32,49
Dummy,NONE,False,0,0,0.0,519.lbm,0,33,49
Dummy,NONE,False,0,0,0.0,519.lbm,0,34,49
Dummy,NONE,False,0,0,0.0,519.lbm,0,35,49
Dummy,NONE,False,0,0,0.0,519.lbm,0,36,49
Dummy,NONE,False,0,0,0.0,519.lbm,0,37,49
Dummy,NONE,False,0,0,0.0,519.lbm,0,38,49
Dummy,NONE,False,0,0,0.0,519.lbm,0,39,49
Dummy,NONE,False,0,0,0.0,519.lbm,0,40,134
Dummy,NONE,False,0,0,0.0,519.lbm,0,41,134
Dummy,NONE,False,0,0,0.0,519.lbm,0,42,134
Dummy,NONE,False,0,0,0.0,519.lbm,0,43,134
Dummy,NONE,False,0,0,0.0,519.lbm,0,44,139
Dummy,NONE,False,0,0,0.0,519.lbm,0,45,144
Dummy,NONE,False,0,0,0.0,519.lbm,0,46,154
Dummy,NONE,False,0,0,0.0,519.lbm,0,47,159
Dummy,NONE,False,0,0,0.0,519.lbm,0,48,164
Dummy,NONE,False,0,0,0.0,519.lbm,0,49,174
Dummy,NONE,False,0,0,0.0,519.lbm,0,50,184
Dummy,NONE,False,0,0,0.0,519.lbm,0,51,194
Dummy,NONE,False,0,0,0.0,519.lbm,0,52,199
Dummy,NONE,False,0,0,0.0,519.lbm,0,53,199
Dummy,NONE,False,0,0,0.0,519.lbm,0,54,204
Dummy,NONE,False,0,0,0.0,519.lbm,0,55,209
Dummy,NONE,False,0,0,0.0,519.lbm,0,56,214
Dummy,NONE,False,0,0,0.0,519.lbm,0,57,219
Dummy,NONE,False,0,0,0.0,519.lbm,0,58,229
Dummy,NONE,False,0,0,0.0,519.lbm,0,59,234
Dummy,NONE,False,0,0,0.0,519.lbm,0,60,244
Dummy,NONE,False,0,0,0.0,519.lbm,0,61,254
Dummy,NONE,False,0,0,0.0,519.lbm,0,62,264
Dummy,NONE,False,0,0,0.0,519.lbm,0,63,264
Dummy,NONE,False,0,0,0.0,519.lbm,0,64,264
Dummy,NONE,False,0,0,0.0,519.lbm,0,65,264
Dummy,NONE,False,0,0,0.0,519.lbm,0,66,269
Dummy,NONE,False,0,0,0.0,519.lbm,0,67,274
Dummy,NONE,False,0,0,0.0,519.lbm,0,68,279
Dummy,NONE,False,0,0,0.0,519.lbm,0,69,279
Dummy,NONE,False,0,0,0.0,519.lbm,0,70,284
Dummy,NONE,False,0,0,0.0,519.lbm,0,71,289
Dummy,NONE,False,0,0,0.0,519.lbm,0,72,299
Dummy,NONE,False,0,0,0.0,519.lbm,0,73,304
Dummy,NONE,False,0,0,0.0,519.lbm,0,74,314
Dummy,NONE,False,0,0,0.0,519.lbm,0,75,319
Dummy,NONE,False,0,0,0.0,519.lbm,0,76,334
Dummy,NONE,False,0,0,0.0,519.lbm,0,77,339
Dummy,NONE,False,0,0,0.0,519.lbm,0,78,349
Dummy,NONE,False,0,0,0.0,519.lbm,0,79,359
Dummy,NONE,False,0,0,0.0,519.lbm,0,80,369
Dummy,NONE,False,0,0,0.0,519.lbm,0,81,379
Dummy,NONE,False,0,0,0.0,519.lbm,0,82,394
Dummy,NONE,False,0,0,0.0,519.lbm,0,83,404
Dummy,NONE,False,0,0,0.0,519.lbm,0,84,419
Dummy,NONE,False,0,0,0.0,519.lbm,0,85,429
Dummy,NONE,False,0,0,0.0,519.lbm,0,86,434
Dummy,NONE,False,0,0,0.0,519.lbm,0,87,444
Dummy,NONE,False,0,0,0.0,519.lbm,0,88,454
Dummy,NONE,False,0,0,0.0,519.lbm,0,89,464
Dummy,NONE,False,0,0,0.0,519.lbm,0,90,479
Dummy,NONE,False,0,0,0.0,519.lbm,0,91,494
Dummy,NONE,False,0,0,0.0,519.lbm,0,92,514
Dummy,NONE,False,0,0,0.0,519.lbm,0,93,544
Dummy,NONE,False,0,0,0.0,519.lbm,0,94,594
Dummy,NONE,False,0,0,0.0,519.lbm,0,95,649
Dummy,NONE,False,0,0,0.0,519.lbm,0,96,799
Dummy,NONE,False,0,0,0.0,519.lbm,0,97,1449
Dummy,NONE,False,0,0,0.0,519.lbm,0,98,1694
Dummy,NONE,False,0,0,0.0,519.lbm,0,99,1874
Dummy,NONE,False,0,0,0.0,519.lbm,0,100,4829
Dummy,NONE,False,0,0,0.0,549.fotonik3d,0,0,49
Dummy,NONE,False,0,0,0.0,549.fotonik3d,0,1,134
Dummy,NONE,False,0,0,0.0,549.fotonik3d,0,2,134
Dummy,NONE,False,0,0,0.0,549.fotonik3d,0,3,134
Dummy,NONE,False,0,0,0.0,549.fotonik3d,0,4,134
Dummy,NONE,False,0,0,0.0,549.fotonik3d,0,5,134
Dummy,NONE,False,0,0,0.0,549.fotonik3d,0,6,134
Dummy,NONE,False,0,0,0.0,549.fotonik3d,0,7,134
Dummy,NONE,False,0,0,0.0,549.fotonik3d,0,8,134
Dummy,NONE,False,0,0,0.0,549.fotonik3d,0,9,134
Dummy,NONE,False,0,0,0.0,549.fotonik3d,0,10,134
Dummy,NONE,False,0,0,0.0,549.fotonik3d,0,11,134
Dummy,NONE,False,0,0,0.0,549.fotonik3d,0,12,134
Dummy,NONE,False,0,0,0.0,549.fotonik3d,0,13,134
Dummy,NONE,False,0,0,0.0,549.fotonik3d,0,14,134
Dummy,NONE,False,0,0,0.0,549.fotonik3d,0,15,134
Dummy,NONE,False,0,0,0.0,549.fotonik3d,0,16,134
Dummy,NONE,False,0,0,0.0,549.fotonik3d,0,17,139
Dummy,NONE,False,0,0,0.0,549.fotonik3d,0,18,139
Dummy,NONE,False,0,0,0.0,549.fotonik3d,0,19,139
Dummy,NONE,False,0,0,0.0,549.fotonik3d,0,20,139
Dummy,NONE,False,0,0,0.0,549.fotonik3d,0,21,144
Dummy,NONE,False,0,0,0.0,549.fotonik3d,0,22,144
Dummy,NONE,False,0,0,0.0,549.fotonik3d,0,23,149
Dummy,NONE,False,0,0,0.0,549.fotonik3d,0,24,149
